Cruise	Station	Type	Time	Latitude [Deg.north]	Longitude [Deg. East]	bottom depth [m]	CTD number	Bottle number	Pressure [db]	Depth [m]	Temperature [Deg. Celcius]	Potential temperature [Deg. Celcius]	Salinity	Potential density [kg m-3]	Oxygen CTD raw [micromol L-1]	Fluorescence wetlabs [RFU]	Beam attenuation [m-1]	CDOM wetlabs [microgram L-1]	PAR [micromol m-2 d-1]	SPAR [micromol m-2 d-1]	O2winkler[micromol L-1]	QF O2winkler	oxygen CTD cal [micromol L-1]	Fluorescence ECO [RFU]	bbp [m-1]	cp [m-1]	POC [micromol L-]	QF POC	PON [micromol L-1]	QF PON	Bacteria Abundance [cell/mL]	QF BA	% HNA	QF %HNA	Syne Abundance [cell/ml]	QF SA	Nano Abundance [cell/mL]	QF NA	Pico Abundance [cell/mL]	QF PA	Proc Abundance [cell/mL]	QF ProA	PO4 [microM]	Q PO4	Si(OH)4 [microM]	QSi(OH)4	NO2 [microM]	QNO2	NO3 [microM]	QNO3	Chlorophyll c3	Chlc3-QA	Chlorophyll c1+c2+MgDVP	Chlc2-QA	Sum Chlorophyllide_a	Chlda-QA	Peridinin	Peri-QA	Sum_Phaeophorbid_a	Phda-QA	19'-Butanoyloxyfucoxanthin	But-QA	Fucoxanthin	Fuco-QA	Neoxanthin	Neo-QA	Prasinoxanthin	Pras-QA	Violaxanthin	Viola-QA	19'-Hexanoyloxyfucoxanthin	Hex-QA	Diadinoxanthin	Diadino-QA	Antheraxanthin	Anthera-QA	Alloxanthin	Allo-QA	Diatoxanthin	Diato-QA	Zeaxanthin	Zea-QA	Lutein	Lut-QA	Bacteriochlorophyll a	Bchla-QA	Divinyl Chlorophyll b	DVChlb-QA	Chlorophyll b	Chlb-QA	TChlb	TChlb-QA	Divinyl Chlorophyll a	DVChla-QA	Chlorophyll a	Chla-QA	Total Chlorophyll a	Tchla-QA	Sum Phaeophytin a	Phytna-QA	Sum Carotenes	Tcar-QA	AT [µmol/kg]	QF AT	CT [µmol/kg]	QF DIC
SOCLIM	FS	B	2016-10-19T10:50:08	-52.50048	66.99966	4320	10	20	4.686	4.645	1.99	1.9898	33.9426	27.1253	326.184	0.14	0.6147	217.3591	2.20E+02	5.66E+02	344.9183501	1	337.234	0.236	1.26E-03	8.60E-02	3.06	1	0.46	1	2.81E+05	1	58.2	1	9.39E+01	1	7.01E+02	1	4.53E+03	1	0.00E+00	6	1.96	1	21.9	1	0.25	1	29.11	1	0.0263	0	0.0384	0	0.0084	0	0.0058	0	0.0084	0	0.0253	0	0.0698	0	0.005	0	0.0134	0	0.0066	0	0.0654	0	0.022	0	0	0	0.0023	2	0.001	0	0.0018	0	0.0008	0	LOD	0	LOD	0	0.0392	0	0.0392	0	LOD	0	0.2754	0	0.2838	0	0.0031	0	0.0074	0	2286.8	1	2163.2	1
SOCLIM	FS	B	2016-10-19T10:30:49	-52.5005	66.99968	4320	10	21	250.498	248.145	2.0764	2.063	34.1146	27.2574	258.413	0.0164	0.5473	4.343	3.15E-02	9.57E+02		9	269.463	0.003	3.08E-04	1.52E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	FS	B	2016-10-19T10:38:17	-52.5005	66.99968	4320	10	22	100.968	100.056	1.9192	1.914	33.9469	27.1345	323.547	0.1318	0.5921	247.1134	3.70E+00	8.10E+02		9	334.597	0.218	9.73E-04	6.09E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	FS	B	2016-10-19T10:41:43	-52.50052	66.99966	4320	10	23	50.538	50.087	1.9699	1.9673	33.9424	27.1269	324.862	0.19	0.6033	1.2642	2.42E+01	7.44E+02		9	335.912	0.277	1.02E-03	6.80E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	FS	B	2016-10-19T10:50:36	-52.5005	66.99966	4320	10	24	5.077	5.032	1.9885	1.9883	33.9427	27.1255	326.057	0.134	0.6159	217.0382	2.07E+02	5.55E+02		9	337.107	0.239	1.26E-03	8.60E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O11	B	2016-10-20T10:47:12	-56.50074	63.00009	4841	11	1	4901.002	4801.12	-0.1417	-0.5084	34.6527	27.851	216.033	0.018	0.5522	5.4411	1.00E-12	2.07E+03		9	227.083			2.08E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																					2361.8	1	2259.2	1
SOCLIM	O11	B	2016-10-20T10:47:40	-56.50072	63.00012	4841	11	2	4900.568	4800.7	-0.1415	-0.5082	34.6527	27.851	215.474	0.0091	0.5526	5.3861	1.00E-12	2.07E+03	254.3052432	3	226.524			2.08E-02		9		9		9		9		9		9		9		9	2.355	1	142.89	1	0.029	1	34.758	1																																																					2366.6	1	2263.9	1
SOCLIM	O11	B	2016-10-20T10:50:56	-56.50074	63.00014	4841	11	3	4796.292	4699.644	-0.1281	-0.4837	34.6538	27.8508	215.966	0.0175	0.5448	5.4595	1.00E-12	2.12E+03		9	227.016			1.24E-02		9		9		9		9		9		9		9		9	2.353	1	137.36	1	0.026	1	34.798	1																																																					2357.3	1	2257.6	1
SOCLIM	O11	B	2016-10-20T10:54:56	-56.50076	63.00016	4841	11	4	4694.417	4600.871	-0.1158	-0.4607	34.6547	27.8504	216.654	0.0115	0.542	5.4274	1.00E-12	2.16E+03	244.393622	3	227.704			9.97E-03		9		9		9		9		9		9		9		9	2.35	1	137.25	1	0.025	1	34.661	1																																																					2357.4	1	2256.7	1
SOCLIM	O11	B	2016-10-20T10:57:51	-56.50074	63.00014	4841	11	5	4590.66	4500.228	-0.0974	-0.4317	34.6557	27.8499	216.183	0.011	0.5405	5.2577	1.00E-12	2.21E+03		9	227.233			8.63E-03		9		9		9		9		9		9		9		9	2.351	1	137.28	1	0.02	1	34.798	1																																																					2356.2	1	2256.2	1
SOCLIM	O11	B	2016-10-20T11:01:47	-56.50073	63.00016	4841	11	6	4489.541	4402.101	-0.0753	-0.3995	34.657	27.8494	216.044	0.0086	0.5394	5.5099	1.00E-12	1.09E+03	240.9292119	3	227.094			7.70E-03		9		9		9		9		9		9		9		9	2.346	1	136.65	1	0.02	1	34.82	1																																																					2355.9	1	2255.1	1
SOCLIM	O11	B	2016-10-20T11:07:43	-56.50074	63.00016	4841	11	7	4282.292	4200.848	-0.0141	-0.3184	34.6602	27.8481	214.366	0.0124	0.538	5.3632	1.00E-12	2.02E+03		9	225.416			5.94E-03		9		9		9		9		9		9		9		9	2.347	1	133.57	1	0.019	1	34.772	1																																																					2355.7	1	2257.6	1
SOCLIM	O11	B	2016-10-20T11:13:31	-56.50076	63.00026	4841	11	8	4074.575	3998.958	0.0604	-0.2249	34.6639	27.8465	211.827	0.008	0.5375	5.5833	1.00E-12	2.02E+03	234.9545159	3	222.877			5.41E-03		9		9		9		9		9		9		9		9	2.357	1	131.53	1	0.019	1	34.936	1																																																					2356.5	1	2257.5	1
SOCLIM	O11	B	2016-10-20T11:26:18	-56.50076	63.00028	4841	11	9	3560.989	3498.986	0.2599	0.0195	34.6737	27.8418	205.523	0.0132	0.5373	5.675	1.00E-12	8.46E+02	226.1026926	3	216.573			5.37E-03		9		9		9		9		9		9		9		9	2.353	1	128.85	1	0.015	1	34.849	1																																																					2358.7	1	2261	1
SOCLIM	O11	B	2016-10-20T13:57:02	-56.50078	63.00034	4841	11	10	3049.474	2999.894	0.4654	0.2672	34.6845	27.8369	199.157	0.0163	0.5371	5.6085	1.00E-12	8.98E+01	220.3730573	3	210.207			5.15E-03		9		9		9		9		9		9		9		9	2.335	1	123.24	1	0.016	1	34.481	1																																																					2359.2	1	2262.8	1
SOCLIM	O11	B	2016-10-20T14:11:03	-56.5008	63.00041	4841	11	11	2538.053	2499.743	0.7638	0.6033	34.7011	27.8305	195.528	0.0141	0.5371	5.691	1.00E-12	5.79E+01	216.9465586	3	206.578			5.21E-03		9		9		9		9		9		9		9		9	2.29	1	114.07	1	0.015	1	33.964	1																																																					2359.1	1	2259.1	1
SOCLIM	O11	B	2016-10-20T14:28:13	-56.50076	63.0003	4841	11	12	2025.229	1997.048	1.2014	1.0749	34.7268	27.8209	193.747	0.0107	0.5371	5.8102	1.00E-12	2.87E+01	212.8116395	3	204.797			5.15E-03		9		9		9		9		9		9		9		9	2.208	1	100.19	1	0.016	1	32.849	1																																																					2356.5	1	2253.6	1
SOCLIM	O11	B	2016-10-20T14:35:37	-56.50078	63.00034	4841	11	13	1823.295	1798.777	1.3727	1.2593	34.7362	27.8157	193.404	0.0207	0.5369	5.8263	1.00E-12	2.10E+01	211.7890726	3	204.454			5.30E-03		9		9		9		9		9		9		9		9	2.174	1	95.25	1	0.011	1	32.559	1																																																					2355.2	1	2249.8	1
SOCLIM	O11	B	2016-10-20T14:43:23	-56.50074	63.00026	4841	11	14	1619.923	1598.905	1.5207	1.4208	34.7382	27.8059	190.923	0.0159	0.5371	5.8171	1.00E-12	1.14E+01	208.9390879	3	201.973			5.39E-03		9		9		9		9		9		9		9		9	2.171	1	91.26	1	0.015	1	32.232	1																																																					2352	1	2247.6	1
SOCLIM	O11	B	2016-10-20T14:50:31	-56.5007	63.00022	4841	11	15	1416.691	1398.982	1.7356	1.6481	34.7475	27.7966	190.363	0.0247	0.5372	5.7942	1.00E-12	1.72E+01	207.9864815	3	201.413			5.24E-03		9		9		9		9		9		9		9		9	2.141	1	85.27	1	0.014	1	31.913	1																																																					2350.7	1	2244.4	1
SOCLIM	O11	B	2016-10-20T14:54:42	-56.5007	63.00022	4841	11	16	1214.223	1199.621	1.9256	1.8508	34.7432	27.7777	186.822	0.0158	0.5379	5.8377	1.00E-12	1.19E+01	202.0326714	3	197.872			5.71E-03		9		9		9		9		9		9		9		9	2.116	1	81.18	1	0.016	1	32.061	1																																																					2346.2	1	2245.4	1
SOCLIM	O11	B	2016-10-20T15:02:59	-56.5007	63.00022	4841	11	17	1011.364	999.683	2.0706	2.0088	34.7264	27.7518	180.896	0.018	0.5381	5.9546	1.00E-12	5.73E+00		9	191.946			5.98E-03		9		9		9		9		9		9		9		9		9		9		9		9																																																					2351.2	1	2253.9	1
SOCLIM	O11	B	2016-10-20T17:33:06	-56.50096	63.0009	4841	12	1	1216.029	1201.399	1.8919	1.8174	34.7412	27.7786	187.256	0.0156	0.5393	158.1028	8.51E-03	3.82E+00		9	198.306	0.006	9.70E-05	4.93E-03		9		9		9		9		9		9		9		9	2.088	1	82.18	1	0.015	1	32.13	1																																																					2347.5	1	2245.1	1
SOCLIM	O11	B	2016-10-20T17:41:59	-56.50092	63.00086	4841	12	2	1011.256	999.577	2.0538	1.9921	34.7282	27.7545	182.291	0.016	0.5404	5.6268	5.93E-03	3.82E+00		9	193.341	0.007	1.01E-04	6.28E-03		9		9		9		9		9		9		9		9		9		9		9		9																																																					2346	1	2247.7	1
SOCLIM	O11	B	2016-10-20T17:42:34	-56.5009	63.0008	4841	12	3	1011.647	999.962	2.0543	1.9926	34.7282	27.7545	182.164	0.0229	0.5386	116.4551	7.31E-03	3.82E+00	194.2334563	1	193.214	0.007	1.01E-04	6.28E-03	0.2	1	0.05	1	4.80E+04	1	60.5	1		9		9		9		9	2.18	1	79.15	1	0.01	1	32.94	1																																																					2343.4	1	2247.8	1
SOCLIM	O11	B	2016-10-20T17:49:44	-56.5009	63.00082	4841	12	4	807.479	798.542	2.14	2.0916	34.6888	27.715	173.486	0.0191	0.5396	8.7377	5.99E-03	3.82E+00	186.9166367	1	184.536	0.006	1.27E-04	7.02E-03		9		9		9		9		9		9		9		9	2.27	1	79.38	1	0.02	1	34.13	1																																																					2353.2	1	2260.8	1
SOCLIM	O11	B	2016-10-20T17:55:46	-56.50094	63.00084	4841	12	5	605.724	599.309	2.2434	2.2077	34.629	27.6577	166.727	0.0151	0.5409	5.7254	5.99E-03	3.82E+00		9	177.777	0.004	1.45E-04	8.09E-03		9		9		9		9		9		9		9		9	2.36	1	77.01	1	0.01	1	35.39	1																																																					2339.6	1	2255.7	1
SOCLIM	O11	B	2016-10-20T18:00:02	-56.50088	63.00084	4841	12	6	503.986	498.771	2.2284	2.1992	34.5776	27.6173	164.702	0.0215	0.5427	216.9832	8.55E-03	3.82E+00	176.6905752	1	175.752	0.006	1.98E-04	9.95E-03	0.59	1	0.1	1	8.04E+04	1	62.3	1		9		9		9		9	2.44	1	76.05	1	0.01	1	36.45	1	0.0002	0	0.0003	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0012	0	LOD	0	LOD	0	LOD	0	0.0004	0	0.0002	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0018	0	0.0018	0	LOD	0	LOD	0	2333.7	1	2256.4	1
SOCLIM	O11	B	2016-10-20T18:02:51	-56.50086	63.00084	4841	12	7	402.755	398.684	2.1771	2.1543	34.511	27.5676	169.463	0.0206	0.5443	8.8799	5.76E-03	3.82E+00	179.4804377	1	180.513	0.004	2.23E-04	1.13E-02		9		9		9		9		9		9		9		9	2.51	1	72.6	1	0.01	1	37.13	1																																																					2326.3	1	2250.7	1
SOCLIM	O11	B	2016-10-20T18:12:13	-56.50088	63.00087	4841	12	8	301.99	299.01	2.1374	2.1208	34.4269	27.5029	182.642	0.0213	0.5458	4.8428	5.87E-03	3.82E+00	193.8059509	1	193.692	0.004	2.99E-04	1.37E-02		9		9		9		9		9		9		9		9	2.48	1	66.2	1	0.01	1	36.92	1																																																					2319.2	1	2240.9	1
SOCLIM	O11	B	2016-10-20T18:15:12	-56.50088	63.00082	4841	12	9	251.163	248.716	1.8145	1.8015	34.3415	27.4594	208.375	0.0194	0.547	1.6769	5.13E-03	3.82E+00	220.0762089	1	219.425	0.005	2.98E-04	1.53E-02	0.74	1	0.08	1	1.20E+05	1	63.9	1	0.00E+00	1	1.42E+00	6	1.42E+00	6	0.00E+00	6	2.44	1	60.8	1	0.01	1	36.22	1	0.0003	0	0.0006	0	LOD	0	LOD	0	0.0032	0	LOD	0	0.0017	0	LOD	0	LOD	0	LOD	0	0.0005	0	0.0003	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0032	0	0.0032	0	0.0012	0	LOD	0	2313.2	1	2232.5	1
SOCLIM	O11	B	2016-10-20T18:18:00	-56.50088	63.00084	4841	12	10	201.384	199.446	1.5357	1.5258	34.2076	27.3723	245.284	0.0256	0.5512	4.978	5.99E-03	3.82E+00	253.6797925	1	256.334	0.019	3.49E-04	1.72E-02	0.84	1	0.13	1	1.40E+05	1	65.4	1	0.00E+00	1	5.39E+01	6	9.22E+01	6	0.00E+00	6	2.35	1	49.56	1	0.04	1	34.49	1	0.0019	0	0.0027	0	LOD	0	LOD	0	0.0058	0	0.002	0	0.0093	0	LOD	0	0.0006	0	LOD	0	0.0026	0	0.0015	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0012	0	0.0012	0	LOD	0	0.02	0	0.02	0	0.0022	0	0.0007	0	2302.3	1	2211.4	1
SOCLIM	O11	B	2016-10-20T18:19:47	-56.50088	63.00086	4841	12	11	150.964	149.529	0.2065	0.2009	33.9949	27.2843	331.051	0.1344	0.5898	28.7351	6.16E-03	3.82E+00	345.0727559	1	342.101	0.2	8.52E-04	5.21E-02	1.8	1	0.32	1	2.57E+05	1	60.7	1	2.84E+00	1	3.99E+02	6	1.72E+03	6	0.00E+00	6	2.06	1	35.72	1	0.24	1	30.13	1	0.0177	0	0.0241	0	LOD	0	0.0008	0	0.0116	0	0.0151	0	0.0612	0	0.002	0	0.0048	0	0.002	0	0.0292	0	0.01	0	0	0	0.0047	0	LOD	0	0.0008	0	0.001	0	LOD	0	LOD	0	0.0151	0	0.0151	0	LOD	0	0.1844	0	0.1844	0	0.0041	0	0.0044	0	2295.3	1	2177.7	1
SOCLIM	O11	B	2016-10-20T18:22:02	-56.50102	63.00096	4841	12	12	124.497	123.322	0.2615	0.2569	33.994	27.2806	332.097	0.2011	0.6057	7.5296	6.05E-03	3.82E+00		9	343.147	0.311	9.38E-04	7.12E-02	3.11	1	0.53	1	2.44E+05	1	59.8	1	7.09E+00	1	5.52E+02	6	2.40E+03	6	0.00E+00	6	2.04	1	34.68	1	0.24	1	29.9	1	0.0287	0	0.0423	0	LOD	0	0.0041	0	0.0128	0	0.0254	0	0.1004	0	0.0031	0	0.0083	0	0.0034	0	0.0504	0	0.0169	0	0	0	0.0064	0	LOD	0	0.001	0	0.0007	0	LOD	0	LOD	0	0.0246	0	0.0246	0	LOD	0	0.2983	0	0.2983	0	0.0028	0	0.007	0	2297.3	1	2178.8	1
SOCLIM	O11	B	2016-10-20T18:23:22	-56.50092	63.00086	4841	12	13	99.967	99.029	0.3715	0.3677	33.9953	27.2755	331.348	0.2159	0.611	6.5782	6.45E-03	3.82E+00	345.4998114	1	342.398	0.343	1.06E-03	8.00E-02	3.22	1	0.5	1	2.50E+05	1	59.1	1	1.13E+01	1	8.45E+02	6	2.94E+03	6	0.00E+00	6	2.04	1	34.42	1	0.24	1	29.84	1	0.0275	0	0.0434	0	0.0069	0	0.0054	0	0.0116	0	0.026	0	0.0993	0	0.0033	0	0.0089	0	0.0042	0	0.0575	0	0.0197	0	0	0	0.0059	0	0.0007	0	0.0011	0	0.0006	0	LOD	0	LOD	0	0.0245	0	0.0245	0	LOD	0	0.3051	0	0.312	0	0.0042	0	0.0073	0	2297.5	1	2180.4	1
SOCLIM	O11	B	2016-10-20T18:25:40	-56.5009	63.00086	4841	12	14	74.908	74.21	0.4622	0.4593	33.9941	27.2694	331.317	0.2232	0.6135	151.9406	8.56E-03	3.82E+00		9	342.367	0.354	1.03E-03	7.66E-02	3.39	1	0.55	1	2.40E+05	1	59.9	1	1.42E+01	1	7.45E+02	6	2.74E+03	6	0.00E+00	6	2.03	1	34.19	1	0.24	1	29.85	1	0.0278	0	0.0409	0	0.0068	0	0.0047	0	0.0109	0	0.0247	0	0.0921	0	0.0034	0	0.0094	0	0.0042	0	0.055	0	0.0199	0	0	0	0.0062	0	0.0007	0	0.0012	0	0.0006	0	LOD	0	LOD	0	0.0255	0	0.0255	0	LOD	0	0.2913	0	0.2981	0	0.0034	0	0.007	0	2296.2	1	2176.8	1
SOCLIM	O11	B	2016-10-20T18:27:04	-56.50092	63.00082	4841	12	15	48.965	48.512	0.6198	0.6178	33.9943	27.2603	332.041	0.1949	0.6221	7.4906	7.19E-03	3.82E+00		9	343.091	0.315	1.17E-03	9.00E-02	3.32	1	0.54	1	2.27E+05	1	60.1	1	1.56E+01	1	8.79E+02	6	2.98E+03	6	0.00E+00	6	2.01	1	33.28	1	0.25	1	29.62	1	0.0211	0	0.0359	0	0.0106	0	0.0061	0	0.0094	0	0.0199	0	0.0719	0	0.0033	0	0.0089	0	0.0055	0	0.0534	0	0.0317	0	0	0	0.0056	0	0.0017	0	0.0016	0	0.0008	0	LOD	0	LOD	0	0.0205	0	0.0205	0	LOD	0	0.2617	0	0.2723	0	0.0038	0	0.0076	0	2296.5	1	2176.6	1
SOCLIM	O11	B	2016-10-20T18:28:25	-56.50088	63.00084	4841	12	16	39.177	38.816	0.9759	0.9743	33.99	27.2349	329.525	0.217	0.6221	19.0127	7.52E-03	3.82E+00	343.6829785	1	340.575	0.307	1.21E-03	8.91E-02	3.27	1	0.52	1	2.37E+05	1	60.7	1	3.83E+01	1	8.91E+02	6	3.57E+03	6	0.00E+00	6	2	1	31.31	1	0.24	1	29.63	1	0.0211	0	0.0331	0	0.0113	0	0.0061	0	0.0082	0	0.0202	0	0.0659	0	0.0034	0	0.0093	0	0.0061	0	0.0542	0	0.0365	0	0	0	0.0045	0	0.0022	0	0.0016	0	0.001	0	LOD	0	LOD	0	0.0215	0	0.0215	0	LOD	0	0.2554	0	0.2667	0	0.0027	0	0.008	0	2290	1	2168.5	1
SOCLIM	O11	B	2016-10-20T18:30:12	-56.5009	63.00084	4841	12	17	29.61	29.338	1.0029	1.0016	33.9904	27.2335	329.668	0.2134	0.6231	217.1115	1.25E-02	3.82E+00		9	340.718	0.301	1.21E-03	8.96E-02		9		9		9		9		9		9		9		9	2	1	30.8	1	0.24	1	29.58	1	0.0211	0	0.0322	0	0.012	0	0.006	0	0.0046	0	0.0216	0	0.0641	0	0.0035	0	0.0093	0	0.0062	0	0.0561	0	0.0384	0	0	0	0.0043	0	0.0026	0	0.0018	0	0.0012	0	LOD	0	LOD	0	0.0211	0	0.0211	0	LOD	0	0.2566	0	0.2686	0	0.0024	0	0.0082	0	2293.2	1	2171.6	1
SOCLIM	O11	B	2016-10-20T18:41:32	-56.50088	63.00086	4841	12	18	20.032	19.848	1.0047	1.0039	33.9906	27.2335	329.659	0.1992	0.6215	225.204	1.84E-02	3.82E+00	343.7992785	1	340.709	0.302	1.21E-03	8.97E-02	3.21	1	0.5	1	2.32E+05	1	60	1	3.97E+01	1	9.42E+02	6	3.36E+03	6	0.00E+00	6	1.99	1	30.74	1	0.25	1	29.74	1	0.0238	0	0.0359	0	0.0132	0	0.0066	0	0.0078	0	0.0227	0	0.07	0	0.0036	0	0.0103	0	0.007	0	0.0609	0	0.0416	0	0	0	0.0044	0	0.0026	0	0.0019	0	0.0013	0	LOD	0	LOD	0	0.0241	0	0.0241	0	LOD	0	0.2784	0	0.2916	0	0.003	0	0.0089	0	2294.4	1	2173.1	1
SOCLIM	O11	B	2016-10-20T18:42:36	-56.50086	63.00082	4841	12	19	9.584	9.496	0.9988	0.9984	33.9906	27.2339	329.944	0.1828	0.6224	245.3596	4.37E-02	3.82E+00		9	340.994	0.312	1.21E-03	8.98E-02		9		9		9		9		9		9		9		9	1.99	1	30.83	1	0.24	1	29.63	1																																																					2293.2	1	2172.1	1
SOCLIM	O11	B	2016-10-20T18:50:10	-56.5009	63.00092	4841	12	20	4.763	4.72	1.003	1.0028	33.9906	27.2336	329.858	0.188	0.6226	3.7103	1.39E-01	3.82E+00	342.948012	1	340.908	0.316	1.20E-03	8.99E-02	3.23	1	0.54	1	2.30E+05	1	59.1	1	3.40E+01	1	8.00E+02	6	3.20E+03	6	0.00E+00	6	2.01	1	30.95	1	0.24	1	29.66	1	0.0212	0	0.0326	0	0.0118	0	0.0066	0	0.0068	0	0.0208	0	0.0628	0	0.0032	0	0.0091	0	0.0061	0	0.0553	0	0.0379	0	0	0	0.0041	0	0.0023	0	0.0016	0	0.0011	0	LOD	0	LOD	0	0.0214	0	0.0214	0	LOD	0	0.2533	0	0.2651	0	0.0034	0	0.0084	0	2294.3	1	2172.9	1
SOCLIM	O11	B	2016-10-20T18:15:29	-56.50088	63.00086	4841	12	21	250.605	248.163	1.8142	1.8012	34.3413	27.4593	208.677	0.0214	0.5484	6.6012	5.65E-03	3.82E+00		9	219.727	0.004	3.00E-04	1.53E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O11	B	2016-10-20T18:23:45	-56.50092	63.00084	4841	12	22	100.89	99.943	0.372	0.3682	33.9954	27.2756	331.465	0.2259	0.6125	13.5703	6.09E-03	3.82E+00		9	342.515	0.344	1.05E-03	8.03E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O11	B	2016-10-20T18:27:24	-56.50092	63.00082	4841	12	23	49.093	48.639	0.6431	0.6411	33.9938	27.2585	331.845	0.2093	0.6228	5.2257	7.42E-03	3.82E+00		9	342.895	0.317	1.16E-03	9.03E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O11	B	2016-10-20T18:50:22	-56.5009	63.00092	4841	12	24	4.965	4.92	1.0015	1.0013	33.9906	27.2337	329.88	0.2056	0.6226	3.9877	1.44E-01	3.82E+00		9	340.93	0.316	1.20E-03	8.99E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	SI	B	2016-10-21T06:33:41	-58.50025	61.49978	4908	13	1	1215.896	1201.068	1.5527	1.4814	34.7401	27.803	192.257	0.0156	0.5372	5.4526	6.22E-03	4.98E+02		9	203.307	0.003	1.19E-04	6.35E-03		9		9		9		9		9		9		9		9	2.12	1	91.53	1	0.03	1	32.19	1																																																					2349.2	1	2243.1	1
SOCLIM	SI	B	2016-10-21T06:46:00	-58.49938	61.50124	4908	13	2	1012.998	1001.128	1.7451	1.6858	34.7387	27.7867	188.852	0.019	0.537	22.4193	6.22E-03	1.06E+03		9	199.902	0.003	1.20E-04	6.36E-03		9		9		9		9		9		9		9		9		9		9		9		9																																																					2348.9	1	2246.4	1
SOCLIM	SI	B	2016-10-21T06:46:15	-58.49934	61.50123	4908	13	3	1011.975	1000.119	1.7438	1.6846	34.7387	27.7868	189.041	0.0151	0.537	11.9358	6.22E-03	1.17E+03	202.9707918	1	200.091	0.003	1.18E-04	6.35E-03	0.29	1	0.16	1	4.30E+04	1	65.4	1		9		9		9		9	2.14	1	87.53	1	0.03	1	32.56	1																																																					2347.2	1	2245.7	1
SOCLIM	SI	B	2016-10-21T06:52:22	-58.49916	61.50146	4908	13	4	808.81	799.722	1.8947	1.8478	34.7255	27.7638	183.132	0.0203	0.5375	8.8432	5.99E-03	1.61E+03	195.6105527	1	194.182	0.005	1.34E-04	6.98E-03		9		9		9		9		9		9		9		9	2.18	1	84.69	1	0.02	1	33.08	1																																																					2345.1	1	2248.4	1
SOCLIM	SI	B	2016-10-21T06:57:35	-58.49904	61.50046	4908	13	5	605.929	599.412	1.9897	1.9551	34.6904	27.7272	174.372	0.0194	0.5384	12.7427	5.99E-03	1.21E+03		9	185.422	0.007	1.41E-04	7.68E-03		9		9		9		9		9		9		9		9	2.27	1	83.74	1	0.03	1	34.55	1																																																					2342.9	1	2253.6	1
SOCLIM	SI	B	2016-10-21T07:02:03	-58.49886	61.49968	4908	13	6	504.847	499.539	2.0474	2.0188	34.6617	27.6991	169.85	0.0209	0.5419	74.2893	6.96E-03	1.47E+03	180.4127872	1	180.9	0.006	1.90E-04	8.94E-03	0.36	1	0.14	1	6.54E+04	1	64.3	1		9		9		9		9	2.33	1	82.99	1	0.02	1	35.25	1	0.0002	0	0.0005	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0017	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.003	0	0.003	0	LOD	0	LOD	0	2340.6	1	2256.5	1
SOCLIM	SI	B	2016-10-21T07:04:54	-58.49904	61.50022	4908	13	7	401.987	397.859	2.0483	2.0259	34.6186	27.6641	166.254	0.0206	0.5414	67.1848	6.84E-03	1.31E+03	175.2934688	1	177.304	0.007	2.12E-04	1.07E-02		9		9		9		9		9		9		9		9	2.4	1	81.78	1	0.02	1	36.3	1																																																					2337.5	1	2259.6	1
SOCLIM	SI	B	2016-10-21T07:10:44	-58.49906	61.499	4908	13	8	303.57	300.524	1.9934	1.9769	34.5445	27.6086	168.374	0.024	0.5473	10.5259	1.17E-02	1.42E+03	177.6608576	1	179.424	0.005	2.65E-04	1.39E-02		9		9		9		9		9		9		9		9	2.46	1	78.34	1	0.02	1	37.23	1																																																					2331.2	1	2257.3	1
