Cruise	Station	Type	Time	Latitude [Deg.north]	Longitude [Deg. East]	bottom depth [m]	CTD number	Bottle number	Pressure [db]	Depth [m]	Temperature [Deg. Celcius]	Potential temperature [Deg. Celcius]	Salinity	Potential density [kg m-3]	Oxygen CTD raw [micromol L-1]	Fluorescence wetlabs [RFU]	Beam attenuation [m-1]	CDOM wetlabs [microgram L-1]	PAR [micromol m-2 d-1]	SPAR [micromol m-2 d-1]	O2winkler[micromol L-1]	QF O2winkler	oxygen CTD cal [micromol L-1]	Fluorescence ECO [RFU]	bbp [m-1]	cp [m-1]	POC [micromol L-]	QF POC	PON [micromol L-1]	QF PON	Bacteria Abundance [cell/mL]	QF BA	% HNA	QF %HNA	Syne Abundance [cell/ml]	QF SA	Nano Abundance [cell/mL]	QF NA	Pico Abundance [cell/mL]	QF PA	Proc Abundance [cell/mL]	QF ProA	PO4 [microM]	Q PO4	Si(OH)4 [microM]	QSi(OH)4	NO2 [microM]	QNO2	NO3 [microM]	QNO3	Chlorophyll c3	Chlc3-QA	Chlorophyll c1+c2+MgDVP	Chlc2-QA	Sum Chlorophyllide_a	Chlda-QA	Peridinin	Peri-QA	Sum_Phaeophorbid_a	Phda-QA	19'-Butanoyloxyfucoxanthin	But-QA	Fucoxanthin	Fuco-QA	Neoxanthin	Neo-QA	Prasinoxanthin	Pras-QA	Violaxanthin	Viola-QA	19'-Hexanoyloxyfucoxanthin	Hex-QA	Diadinoxanthin	Diadino-QA	Antheraxanthin	Anthera-QA	Alloxanthin	Allo-QA	Diatoxanthin	Diato-QA	Zeaxanthin	Zea-QA	Lutein	Lut-QA	Bacteriochlorophyll a	Bchla-QA	Divinyl Chlorophyll b	DVChlb-QA	Chlorophyll b	Chlb-QA	TChlb	TChlb-QA	Divinyl Chlorophyll a	DVChla-QA	Chlorophyll a	Chla-QA	Total Chlorophyll a	Tchla-QA	Sum Phaeophytin a	Phytna-QA	Sum Carotenes	Tcar-QA	AT [µmol/kg]	QF AT	CT [µmol/kg]	QF DIC
SOCLIM	O23	B	2016-10-10T00:52:17	-34.99982	61.99972	4753	3	9	252.021	250.049	13.6715	13.6355	35.3073	26.501	223.618	0.0178	0.5466	4.0908	1.49E-04	1.91E+00	232.9485983	1	234.668	0.001	3.17E-04	1.53E-02	0.75	1	0.11	1	1.45E+05	1	55.4	1	2.71E+01	1	1.90E+01	1	6.24E+01	1	0.00E+00	6	0.56	1	2.93	1	0.01	1	7.47	1	0.0003	0	0.0004	0	LOD	0	LOD	0	LOD	0	0.0006	0	0.0011	0	LOD	0	LOD	0	LOD	0	0.0008	0	LOD	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0031	0	0.0031	0	LOD	0	LOD	0	2322	1	2110.4	1
SOCLIM	O23	B	2016-10-10T00:54:19	-34.9998	61.99972	4753	3	10	201.131	199.581	14.1491	14.1197	35.3602	26.4403	221.78	0.0229	0.5483	4.1574	3.64E-04	1.91E+00	230.4475575	1	232.83	0.006	3.35E-04	1.70E-02	0.8	1	0.09	1	1.66E+05	1	54.5	1	3.26E+01	1	9.23E+01	1	4.07E+02	1	0.00E+00	6	0.5	1	2.56	1	0.01	1	6.29	1	0.002	0	0.0014	0	LOD	0	LOD	0	LOD	0	0.0028	0	0.001	0	LOD	0	LOD	0	LOD	0	0.0053	0	0.0005	0	0	0	LOD	0	LOD	0	0.0003	0	LOD	0	LOD	0	0.0024	0	0.0015	0	0.0038	0	0.0013	0	0.0097	0	0.011	0	LOD	0	0.0007	0	2325.6	1	2108.4	1
SOCLIM	O23	B	2016-10-10T00:57:01	-34.99982	61.99974	4753	3	11	152.164	151.01	15.0203	14.9971	35.4911	26.3514	229.009	0.0314	0.5512	3.7974	2.49E-04	3.63E+00	236.8294399	1	240.059	0.021	3.54E-04	1.96E-02	0.9	1	0.12	1	2.14E+05	1	47.6	1	1.47E+02	1	1.75E+02	1	5.85E+02	1	0.00E+00	6	0.32	1	2.14	1	0.08	1	3.39	1	0.0053	0	0.003	0	LOD	0	0.0004	2	LOD	0	0.0074	0	0.0016	0	0.0007	0	LOD	0	LOD	0	0.0123	0	0.0008	0	0	0	LOD	0	LOD	0	0.0011	0	0.0004	0	LOD	0	0.0023	0	0.0048	0	0.0071	0	0.0026	0	0.0238	0	0.0264	0	LOD	0	0.0012	0	2306	1	2066.9	1
SOCLIM	O23	B	2016-10-10T00:58:57	-34.9998	61.99974	4753	3	12	126.068	125.12	15.2455	15.2262	35.5241	26.326	231.359	0.0444	0.5529	3.9946	4.06E-04	3.82E+00		9	242.409	0.03	3.54E-04	2.14E-02	1.06	1	0.18	1	2.58E+05	1	51.3	1	2.09E+02	1	3.54E+02	1	1.84E+03	1	4.06E+02	1	0.28	1	1.88	1	0.19	1	2.63	1	0.0089	0	0.0058	0	LOD	0	LOD	0	LOD	0	0.0157	0	0.0031	0	0.0012	0	LOD	0	0.0004	0	0.0189	0	0.0014	0	0	0	LOD	0	LOD	0	0.0024	0	0.0005	0	LOD	0	0.0057	0	0.0077	0	0.0135	0	0.0067	0	0.0408	0	0.0475	0	LOD	0	0.0024	0	2335.4	1	2094.1	1
SOCLIM	O23	B	2016-10-10T01:00:36	-34.99984	61.99976	4753	3	13	101.582	100.824	15.5422	15.5264	35.565	26.2903	236.618	0.127	0.5706	3.841	1.60E-03	3.82E+00	244.525261	1	247.668	0.152	5.77E-04	3.53E-02	1.92	1	0.27	1	3.36E+05	1	52.7	1	6.20E+02	1	1.89E+03	1	1.54E+04	1	2.83E+03	1	0.22	1	1.64	1	0.23	1	1.43	1	0.0332	0	0.0256	0	LOD	0	0.0031	0	LOD	0	0.0626	0	0.027	2	0.0059	0	0.0007	0	0.0015	0	0.0511	0	0.0048	0	0	0	LOD	0	LOD	0	0.0124	0	0.0013	0	0.0006	0	0.0244	0	0.0338	0	0.0582	0	0.0391	0	0.162	0	0.2011	0	0.0041	0	0.0107	0	2336.7	1	2086.8	1
SOCLIM	O23	B	2016-10-10T01:02:46	-34.99982	61.99974	4753	3	14	76.537	75.971	15.8115	15.7994	35.5875	26.2456	243.148	0.2544	0.6111	3.8043	1.38E-02	3.82E+00		9	254.198	0.404	1.21E-03	7.65E-02	3.46	1	0.48	1	5.91E+05	1	57.4	1	6.99E+03	1	6.23E+02	1	3.36E+03	1	4.29E+04	1	0.13	1	1.18	1	0.01	1	0.4	1	0.0449	0	0.0464	0	LOD	0	0.0055	0	0.0114	0	0.0653	0	0.0705	0	0.0058	0	0.0012	0	0.0035	0	0.0796	0	0.0092	0	0	0	LOD	0	LOD	0	0.0317	0	0.0047	0	0.0019	0	0.0058	0	0.0583	0	0.0641	0	0.0546	0	0.2872	0	0.3418	0	0.0076	0	0.0143	0	2335.8	1	2079.2	1
SOCLIM	O23	B	2016-10-10T01:05:05	-34.99982	61.99972	4753	3	15	50.719	50.347	16.0088	16.0008	35.6152	26.2209	243.764	0.265	0.6384	3.6163	9.11E-02	5.73E+00		9	254.814	0.448	1.40E-03	1.03E-01	4.84	1	0.62	1	5.91E+05	1	56.3	1	1.08E+04	1	9.85E+02	1	4.67E+03	1	6.96E+04	3	0.11	1	1.08	1	0.01	1	0.24	1	0.0313	0	0.0417	0	LOD	0	0.0061	0	0.0073	0	0.0491	0	0.0422	0	0.0045	0	0.0009	0	0.0039	0	0.0929	0	0.0118	0	0	0	LOD	0	LOD	0	0.0507	0	0.0053	0	0.0018	0	LOD	0	0.0521	0	0.0521	0	0.0598	0	0.25	0	0.3099	0	0.0049	0	0.015	0	2340.4	1	2079.4	1
SOCLIM	O23	B	2016-10-10T01:07:13	-34.99982	61.99973	4753	3	16	40.012	39.719	16.0829	16.0765	35.624	26.2101	243.19	0.2129	0.6349	3.7883	2.45E-01	7.64E+00	250.8405923	1	254.24	0.416	1.38E-03	1.07E-01	4.65	1	0.63	1	5.21E+05	1	51.6	1	9.41E+03	1	9.76E+02	1	3.92E+03	1	5.53E+04	3	0.1	1	1.18	1	0.01	1	0.23	1	0.023	0	0.0339	0	LOD	0	0.0047	0	0.0022	0	0.0372	0	0.0324	0	0.0037	0	0.0009	0	0.004	0	0.076	0	0.0135	0	0	0	LOD	0	0.0009	0	0.049	0	0.0047	0	0.0019	0	LOD	0	0.0422	0	0.0422	0	0.0532	0	0.2006	0	0.2538	0	0.0029	0	0.0136	0	2342.8	1	2083.6	1
SOCLIM	O23	B	2016-10-10T01:08:20	-34.99984	61.99972	4753	3	17	30.434	30.212	16.0961	16.0912	35.6261	26.2084	242.734	0.1998	0.6282	3.7608	4.71E-01	9.36E+00		9	253.784	0.324	1.33E-03	9.81E-02		9		9		9		9		9		9		9		9	0.11	1	1.2	1	0.01	1	0.23	1	0.0195	0	0.0299	0	LOD	0	0.0041	0	0.0042	0	0.0325	0	0.0323	0	0.0035	0	0.0008	0	0.0036	0	0.0705	0	0.0143	0	0	0	LOD	0	0.001	0	0.045	0	0.0042	0	0.0017	0	LOD	0	0.035	0	0.035	0	0.049	0	0.1931	0	0.2421	0	0.0022	0	0.0123	0	2341.7	1	2080.3	1
SOCLIM	O23	B	2016-10-10T01:09:37	-34.99982	61.99974	4753	3	18	19.304	19.164	16.1079	16.1048	35.628	26.2067	243.546	0.2003	0.6304	3.5178	1.12E+00	9.55E+00	251.1683153	1	254.596	0.321	1.27E-03	9.67E-02	4.38	1	0.59	1	5.61E+05	1	56.5	1	8.46E+03	1	1.02E+03	1	3.79E+03	1	5.37E+04	3	0.11	1	1.05	1	0.01	1	0.23	1	0.0164	0	0.0262	0	LOD	0	0.0034	0	0.0035	0	0.0297	0	0.0314	0	0.0032	0	0.0009	0	0.0039	0	0.059	0	0.0138	0	0	0	LOD	0	0.0007	0	0.0446	0	0.0044	0	0.0013	0	LOD	0	0.0327	0	0.0327	0	0.0454	0	0.1733	0	0.2187	0	0.003	0	0.0118	0	2341.7	1	2080.3	1
SOCLIM	O23	B	2016-10-10T01:10:48	-34.99982	61.99972	4753	3	19	10.119	10.046	16.0962	16.0946	35.6263	26.2077	243.141	0.2023	0.6279	3.6094	2.37E+00	1.15E+01		9	254.191	0.325	1.33E-03	9.67E-02		9		9		9		9		9		9		9		9	0.11	1	1.08	1	0.01	1	0.24	1																																																					2341.6	1	2079.9	1
SOCLIM	O23	B	2016-10-10T01:12:25	-34.99984	61.99972	4753	3	20	5.007	4.971	16.1011	16.1003	35.6269	26.2069	242.803	0.1999	0.6294	3.4696	4.99E+00	1.38E+01	250.9908168	1	253.853	0.323	1.41E-03	9.69E-02	4.37	1	0.58	1	5.73E+05	1	59	1	8.39E+03	1	9.19E+02	1	4.12E+03	1	5.51E+04	3	0.1	1	1.07	1	0.01	1	0.22	1	0.0179	0	0.0275	0	LOD	0	0.0037	0	LOD	0	0.0306	0	0.0297	0	0.0034	0	0.0007	0	0.0037	0	0.065	0	0.0138	0	0	0	LOD	0	0.0008	0	0.0459	0	0.0043	0	0.0016	0	LOD	0	0.0343	0	0.0343	0	0.0481	0	0.1747	0	0.2228	0	0.0023	0	0.0124	0	2341.5	1	2081.8	1
SOCLIM	O23	B	2016-10-10T00:52:28	-34.99982	61.99974	4753	3	21	252.507	250.531	13.678	13.6419	35.3081	26.5003	222.89	0.018	0.5468	4.1367	1.08E-04	1.91E+00		9	233.94	0.001	3.17E-04	1.53E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O23	B	2016-10-10T01:00:57	-34.99982	61.99974	4753	3	22	101.853	101.092	15.5514	15.5356	35.5663	26.2892	236.504	0.1308	0.5726	3.8685	1.88E-03	3.82E+00		9	247.554	0.152	5.77E-04	3.53E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O23	B	2016-10-10T01:05:14	-34.99982	61.99972	4753	3	23	50.572	50.201	16.0091	16.0011	35.6154	26.2209	243.466	0.2705	0.6396	3.6668	9.55E-02	5.73E+00		9	254.516	0.448	1.40E-03	1.03E-01		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O23	B	2016-10-10T01:12:52	-34.99982	61.99975	4753	3	24	5.622	5.581	16.1026	16.1018	35.6276	26.2071	242.969	0.1901	0.6278	3.4902	4.75E+00	1.53E+01		9	254.019	0.323	1.41E-03	9.69E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O24	B	2016-10-10T21:41:01	-38.00113	63.65224	5082	4	1	1213.051	1200.473	4.7513	4.651	34.35	27.1994	198.62	0.0128	0.5407	4.9391	1.00E-12	1.91E+00		9	209.67			9.87E-03	0.47	1	0.19	1		9		9		9		9		9		9	2.12	1	30.85	1	0.051	1	31.674	1																																																					2297.7	1	2192	1
SOCLIM	O24	B	2016-10-10T21:41:01	-38.00113	63.65224	5082	4	2	5096.298	4998.615	0.4826	0.0719	34.6763	27.8411	197.039	0.0134	0.5464	5.5466	1.00E-12	1.911		9				9.54E-03		9		9		9		9		9		9		9		9	2.393	1	136.19	1	0.043	1	34.522	1																																																					2362.6	1	2260.3	1
SOCLIM	O24	B	2016-10-10T21:55:33	-38.0011	63.65218	5082	4	4	806.078	798.494	9.5597	9.4662	34.7308	26.8314	205.593	0.0214	0.5426	4.625	1.00E-12	1.91E+00	215.3930142	1	216.643			5.75E-03		9		9		9		9		9		9		9		9	1.27	1	8.78	1	0.01	1	19.56	1																																																					2298.3	1	2140.3	1
SOCLIM	O24	B	2016-10-10T22:00:27	-38.00108	63.65226	5082	4	5	605.492	600.083	11.7559	11.6766	35.0403	26.6818	225.321	0.0129	0.5435	4.3958	1.00E-12	1.91E+00		9	236.371			7.06E-03		9		9		9		9		9		9		9		9	0.82	1	4.16	1	0.02	1	12.47	1																																																					2307.8	1	2119.5	1
SOCLIM	O24	B	2016-10-10T22:04:36	-38.0011	63.65224	5082	4	6	503.536	499.16	12.412	12.344	35.1444	26.6348	225.628	0.0181	0.5457	4.1276	1.00E-12	1.91E+00	235.5206216	1	236.678			8.55E-03	0.38	1	0.11	1	9.51E+04	1	55.4	1		9		9		9		9	0.71	1	3.85	1	0.02	1	10.88	1	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	LOD	0	0.0008	0	0.0008	0	LOD	0	LOD	0	2312.6	1	2117.5	1
SOCLIM	O24	B	2016-10-10T22:07:39	-38.00112	63.65224	5082	4	7	403.465	400.055	13.0108	12.9547	35.2263	26.5774	222.165	0.0123	0.5483	4.4554	1.00E-12	1.91E+00	231.930548	1	233.215			1.11E-02		9		9		9		9		9		9		9		9	0.65	1	3.89	1	0.02	1	9.89	1																																																					2318.3	1	2116.5	1
SOCLIM	O24	B	2016-10-10T22:11:00	-38.00112	63.65219	5082	4	8	301.467	298.992	13.8254	13.7819	35.3538	26.5065	233.261	0.0133	0.5511	4.0703	1.00E-12	1.91E+00	242.0110778	1	244.311			1.41E-02		9		9		9		9		9		9		9		9	0.46	1	3.17	1	0.02	1	6.85	1																																																					2322.8	1	2101.9	1
SOCLIM	O24	B	2016-10-10T22:13:38	-38.0011	63.65226	5082	4	9	251.36	249.327	14.0237	13.9871	35.3955	26.4956	239.518	0.0191	0.5522	3.9074	1.00E-12	1.91E+00	248.6306333	1	250.568			1.55E-02	0.86	1	0.14	1	3.00E+05	1	49.2	1	1.53E+02	1	8.42E+01	6	2.17E+01	6	0.00E+00	6	0.4	1	2.99	1	0.05	1	5.83	1	0.0015	0	0.0011	0	LOD	0	LOD	0	0.0035	0	0.0017	0	0.0015	0	LOD	0	LOD	0	LOD	0	0.0046	0	0.0005	0	0	0	LOD	0	LOD	0	0.0005	0	LOD	0	LOD	0	LOD	0	0.0017	0	0.0017	0	LOD	0	0.0095	0	0.0095	0	LOD	0	0.0005	0	2328.2	1	2098.4	1
SOCLIM	O24	B	2016-10-10T22:16:20	-38.00108	63.65223	5082	4	10	202.463	200.85	14.0531	14.0237	35.3934	26.4862	238.08	0.0215	0.5523	3.8937	1.00E-12	1.91E+00	246.5282807	1	249.13			1.56E-02	0.71	1	0.13	1	2.51E+05	1	43.8	1	4.98E+02	1	1.09E+02	1	1.17E+02	1	8.28E+01	1	0.4	1	2.96	1	0.03	1	5.86	1	0.0021	0	0.0016	0	LOD	0	LOD	0	0.0025	0	0.0029	0	0.002	0	LOD	0	LOD	0	LOD	0	0.0054	0	0.0006	0	0	0	LOD	0	LOD	0	0.0009	0	LOD	0	LOD	0	LOD	0	0.0024	0	0.0024	0	LOD	0	0.0132	0	0.0132	0	LOD	0	0.0007	0	2325	1	2096.7	1
SOCLIM	O24	B	2016-10-10T22:18:38	-38.00109	63.65222	5082	4	11	151.727	150.536	14.1527	14.1306	35.4118	26.4778	238.89	0.0242	0.5529	4.2513	1.00E-12	1.91E+00	247.6577722	1	249.94			1.58E-02	0.73	1	0.12	1	2.91E+05	1	43	1	4.90E+02	1	1.68E+02	3	1.09E+02	3	1.38E+02	3	0.38	1	3.05	1	0.03	1	5.54	1	0.0025	0	0.0019	0	LOD	0	LOD	0	0.0025	0	0.0034	0	0.0023	0	LOD	0	LOD	0	LOD	0	0.0061	0	0.0007	0	0	0	LOD	0	LOD	0	0.0009	0	0.0004	0	LOD	0	LOD	0	0.0034	0	0.0034	0	LOD	0	0.0175	0	0.0175	0	LOD	0	0.0008	0	2327.2	1	2097.5	1
SOCLIM	O24	B	2016-10-10T22:20:33	-38.0011	63.65224	5082	4	12	127.746	126.751	14.1987	14.18	35.4193	26.4731	241.478	0.0362	0.556	3.8066	1.00E-12	1.91E+00		9	252.528			1.85E-02	1.39	1	0.18	1	3.48E+05	1	47.2	1	1.55E+03	1	6.18E+02	3	2.51E+02	3	5.73E+02	3	0.35	1	2.84	1	0.15	1	5.05	1	0.0053	0	0.0036	0	LOD	0	LOD	0	0.0025	0	0.0066	0	0.0033	0	0.0008	0	0.0011	0	0.0003	0	0.0137	0	0.0012	0	0	0	LOD	0	LOD	0	0.0022	0	LOD	0	LOD	0	LOD	0	0.0059	0	0.0059	0	LOD	0	0.0348	0	0.0348	0	0.0007	0	0.0015	0	2327.9	1	2094.3	1
SOCLIM	O24	B	2016-10-10T22:22:26	-38.0011	63.65221	5082	4	13	100.228	99.454	14.2478	14.2331	35.4208	26.4629	244.793	0.0632	0.5604	3.8226	1.00E-12	1.91E+00	253.1098921	1	255.843			2.31E-02	1.62	1	0.23	1	4.36E+05	1	54.8	1	2.76E+03	1	1.38E+03	3	3.41E+02	3	1.28E+03	3	0.34	1	2.81	1	0.26	1	4.41	1	0.013	0	0.0079	0	LOD	0	LOD	0	0.0034	0	0.0146	0	0.0054	0	0.0016	0	0.0028	0	0.0007	0	0.0325	0	0.0023	0	0	0	LOD	0	LOD	0	0.0043	0	0.0006	0	0.0005	0	LOD	0	0.0139	0	0.0139	0	0.0037	0	0.0743	0	0.078	0	0.0015	0	0.0032	2	2328.9	1	2093.7	1
SOCLIM	O24	B	2016-10-10T22:24:33	-38.0011	63.65224	5082	4	14	74.483	73.912	14.5721	14.5611	35.4653	26.4268	247.448	0.2149	0.597	4.0015	1.00E-12	1.91E+00		9	258.498			6.03E-02	3.53	1	0.53	1	6.92E+05	1	63.7	1	2.63E+04	1	4.29E+03	1	6.20E+03	1	2.83E+04	1	0.23	1	2.38	1	0.14	1	3.02	1	0.029	0	0.0308	0	LOD	0	0.0034	0	0.0074	0	0.0435	0	0.0278	0	0.0055	0	0.0066	0	0.0044	0	0.0786	0	0.0115	0	0	0	LOD	0	LOD	0	0.0385	0	0.0033	0	0.0011	0	LOD	0	0.0491	0	0.0491	0	0.0299	0	0.2322	0	0.2621	0	0.0037	0	0.0127	2	2330.9	1	2089.4	1
SOCLIM	O24	B	2016-10-10T22:26:09	-38.0011	63.65224	5082	4	15	50.045	49.664	14.6015	14.594	35.4711	26.4241	248.482	0.2747	0.6032	3.7516	1.00E-12	1.91E+00		9	259.532			6.67E-02	3.51	1	0.52	1	7.55E+05	1	62.4	1	2.95E+04	1	4.75E+03	1	7.16E+03	1	3.31E+04	1	0.21	1	2.37	1	0.12	1	2.89	1	0.0298	0	0.0325	0	LOD	0	0.003	0	0.008	0	0.0449	0	0.0297	0	0.0057	0	0.0067	0	0.0047	0	0.0818	0	0.0125	0	0	0	LOD	0	LOD	0	0.0428	0	0.0035	0	0.0012	0	LOD	0	0.0527	0	0.0527	0	0.0334	0	0.2435	0	0.2769	0	0.0039	0	0.0134	2	2332.3	1	2088.5	1
SOCLIM	O24	B	2016-10-10T22:27:36	-38.00114	63.65222	5082	4	16	40.045	39.742	14.6084	14.6025	35.4738	26.4244	248.42	0.2339	0.6047	3.857	1.00E-12	1.91E+00	256.4842984	1	259.47			6.74E-02	3.54	1	0.54	1	7.38E+05	1	63.7	1	3.00E+04	1	5.05E+03	1	6.48E+03	1	3.38E+04	1	0.2	1	2.48	1	0.12	1	2.83	1	0.0313	0	0.0342	0	LOD	0	0.003	0	0.0082	0	0.0472	0	0.0319	0	0.0061	0	0.0072	0	0.0053	0	0.0879	0	0.0136	0	0	0	LOD	0	LOD	0	0.0448	0	0.0038	0	0.0011	0	LOD	0	0.0557	0	0.0557	0	0.0354	0	0.258	0	0.2934	0	0.0044	0	0.0142	0	2331.7	1	2087.7	1
SOCLIM	O24	B	2016-10-10T22:28:43	-38.0011	63.65232	5082	4	17	30.501	30.271	14.6076	14.6031	35.4743	26.4246	248.583	0.2295	0.6042	3.9304	1.00E-12	1.91E+00		9	259.633			6.77E-02		9		9		9		9		9		9		9		9	0.21	1	2.46	1	0.12	1	2.82	1	0.0307	0	0.0331	0	LOD	0	0.0029	0	0.0075	0	0.0465	0	0.0304	0	0.0059	0	0.007	0	0.0051	0	0.0866	0	0.013	0	0	0	LOD	0	LOD	0	0.0454	0	0.0039	0	0.0012	0	LOD	0	0.0552	0	0.0552	0	0.0364	0	0.2565	0	0.2929	0	0.0042	0	0.0142	0	2331.5	1	2086.4	1
SOCLIM	O24	B	2016-10-10T22:29:54	-38.00114	63.65236	5082	4	18	20.506	20.351	14.5985	14.5954	35.4745	26.4265	248.431	0.2305	0.6039	3.9098	1.00E-12	1.91E+00	256.8481851	1	259.481			6.77E-02	3.74	1	0.56	1	7.39E+05	1	60.2	1	3.07E+04	1	5.08E+03	1	7.31E+03	1	3.47E+04	1	0.2	1	2.35	1	0.12	1	2.83	1	0.031	0	0.0341	0	LOD	0	0.0029	0	0.0082	0	0.047	0	0.031	0	0.006	0	0.0068	0	0.005	0	0.0902	0	0.0139	0	0	0	LOD	0	LOD	0	0.0435	0	0.0037	0	0.0011	0	LOD	0	0.0535	0	0.0535	0	0.0351	0	0.2573	0	0.2924	0	0.004	0	0.013	0	2333.8	1	2088.4	1
SOCLIM	O24	B	2016-10-10T22:32:52	-38.0011	63.6522	5082	4	19	10.087	10.011	14.6076	14.6061	35.4745	26.4241	248.74	0.2281	0.6051	3.8914	1.00E-12	1.91E+00		9	259.79			6.83E-02		9		9		9		9		9		9		9		9	0.21	1	2.37	1	0.13	1	2.78	1																																																					2332.8	1	2087.9	1
SOCLIM	O24	B	2016-10-10T22:33:03	-38.0011	63.65219	5082	4	20	9.982	9.907	14.6072	14.6057	35.4745	26.4242	248.822	0.206	0.6064	3.8685	1.00E-12	1.91E+00	256.7297062	1	259.872			6.83E-02	3.72	1	0.57	1	7.64E+05	1	57.9	1	3.16E+04	1	5.18E+03	1	6.89E+03	1	3.59E+04	1		9		9		9		9	0.0305	0	0.0344	0	LOD	0	0.0031	0	0.0064	0	0.0472	0	0.0316	0	0.0058	0	0.0069	0	0.005	0	0.0875	0	0.0133	0	0	0	LOD	0	LOD	0	0.0451	0	0.0038	0	0.0012	0	LOD	0	0.053	0	0.053	0	0.0363	0	0.2557	0	0.292	0	0.0042	0	0.014	0		9		9
SOCLIM	O24	B	2016-10-10T22:14:05	-38.00112	63.65226	5082	4	21	252.118	250.079	14.0226	13.986	35.3953	26.4957	239.812	0.0173	0.5523	3.8501	1.00E-12	1.91E+00		9	250.862			1.55E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O24	B	2016-10-10T22:22:39	-38.0011	63.65222	5082	4	22	100.486	99.709	14.2473	14.2326	35.4209	26.4631	244.368	0.0569	0.5599	3.8112	1.00E-12	1.91E+00		9	255.418			2.31E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O24	B	2016-10-10T22:26:23	-38.0011	63.65226	5082	4	23	51.246	50.856	14.601	14.5934	35.4711	26.4242	248.395	0.2327	0.6022	4.0244	1.00E-12	1.91E+00		9	259.445			6.66E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O24	B	2016-10-10T22:33:13	-38.00112	63.65218	5082	4	24	10.545	10.466	14.607	14.6054	35.4746	26.4244	248.395	0.2514	0.6055	3.935	1.00E-12	1.91E+00		9	259.445			6.83E-02		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		9
SOCLIM	O25	B	2016-10-12T11:30:01	-45.00044	67.77312	3846	5	1	1216.472	1203.078	2.7725	2.6898	34.615	27.6056	169.393	0.0166	0.5394	241.0589	8.62E-03	1.84E+03		9	180.443		1.63E-04	8.02E-03		9		9		9		9		9		9		9		9	2.2	1	68.52	1	0.02	1	34.62	1																																																					2334.6	1	2245.1	1
SOCLIM	O25	B	2016-10-12T11:36:55	-45.00046	67.77314	3846	5	2	1012.116	1001.459	3.0189	2.9499	34.5295	27.5141	168.363	0.0167	0.5396	246.2491	8.22E-03	1.82E+03	179.9856873	1	179.413	0.006	1.63E-04	8.07E-03		9		9		9		9		9		9		9		9		9		9		9		9																																																						9		
SOCLIM	O25	B	2016-10-12T11:37:05	-45.00046	67.77314	3846	5	3	1010.956	1000.314	3.0189	2.95	34.5293	27.5139	168.308	0.0146	0.5394	1.631	5.30E-03	1.82E+03		9	179.358	0.005	1.62E-04	8.08E-03	0.34	1	0.05	1	5.10E+04	1	58.4	1	1.63E+01	1	1.09E+01	1	0.00E+00	1	0.00E+00	6	2.27	1	63.11	1	0.02	1	35.64	1																																																					2329.4	1	2243.6	1
SOCLIM	O25	B	2016-10-12T11:43:17	-45.00048	67.77312	3846	5	4	807.192	799.084	3.3267	3.2711	34.3989	27.3801	183.054	0.0201	0.5402	11.381	5.02E-03	1.85E+03	193.450916	1	194.104	0.001	1.83E-04	8.39E-03		9		9		9		9		9		9		9		9	2.24	1	50	1	0.02	1	35.15	1																																																					2311.1	1	2223.9	1
SOCLIM	O25	B	2016-10-12T11:49:03	-45.00044	67.77312	3846	5	5	605.851	600.055	4.0351	3.9911	34.3168	27.2436	205.298	0.0194	0.5404	1.2092	4.45E-03	1.45E+03		9	216.348	0.004	1.87E-04	8.88E-03		9		9		9		9		9		9		9		9	2.07	1	33.97	1	0.02	1	32.75	1																																																					2296.9	1	2198	1
SOCLIM	O25	B	2016-10-12T11:53:43	-45.00048	67.77312	3846	5	6	503.804	499.107	4.0769	4.0406	34.2133	27.1561	232.702	0.0174	0.5413	247.1294	6.44E-03	1.68E+03	241.4469704	1	243.752	0.003	1.86E-04	9.74E-03	0.59	1	0.07	1	1.12E+05	1	59.7	1	1.36E+01	1	0.00E+00	1	6.79E+00	1	0.00E+00	6	1.95	1	23.42	1	0.02	1	31	1																																																					2284.5	1	2178.9	1
SOCLIM	O25	B	2016-10-12T11:57:23	-45.00044	67.77317	3846	5	7	404.167	400.495	4.3564	4.3267	34.1523	27.0777	247.348	0.0137	0.5442	246.4829	6.72E-03	1.65E+03	257.7454041	1	258.398	-0.001	2.49E-04	1.18E-02		9		9		9		9		9		9		9		9	1.88	1	16.92	1	0.02	1	29.42	1																																																					2276.8	1	2165.8	1
