float,round_depth,depth.x,date.x,lon,lat,pres,temp,psal,doxy,down_irradiance380,down_irradiance412,down_irradiance490,downwelling_par,chla.x,bbp700,cdom,chla_adjusted,pres_qc,temp_qc,psal_qc,doxy_qc,down_irradiance380_qc,down_irradiance412_qc,down_irradiance490_qc,downwelling_par_qc,chla_qc,bbp700_qc,cdom_qc,chla_adjusted_qc,nitrate,nitrate_qc,cp660,cp660_qc,profil_id.x,lon_hplc,lat_hplc,cruise_name,date.y,station_name,ctd_number,bottle_number,depth.y,id_row,chl_c1_c2,chl_c3,peri,but,fuco,neox,prasi,viola,hex,diad,allo,diat,zea,lutein,dv_chlb,chlb,tchlb,dv_chla,chla.y,tchla,phaeo,t_chlb,t_chla,profil_id.y
6901649,32,97,2014-07-15,5.9477866666666666,40.722875,31.68000030517578,NaN,NaN,218.7539265950521,0.0714252491792043,0.26861704389254254,0.44626245896021527,201.70741271972656,0.03942000058790048,5.911014741286635e-4,0.5254800021648407,0.01971000029395024,1,NaN,NaN,4,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2,2,0,2,NaN,NaN,NaN,NaN,6901649_5.94778666666667_40.722875,5.9179,40.7337,moose,2014-07-15,MOOSE-02-10-10,02-10,10,50,5082,0.0486,0.0187,0.0106,0.0197,0.0112,0.0023,3e-4,0.0025,0.0603,0.0104,0.001,0,0.0503,0,NA,NA,NA,0.0528,0.1737,NA,NA,0.0286,0.2265,2014-07-15_5.9179_40.7337_MOOSE-02-10-10_02-10
6901649,32,97,2014-07-15,5.9477866666666666,40.722875,31.68000030517578,NaN,NaN,218.7539265950521,0.0714252491792043,0.26861704389254254,0.44626245896021527,201.70741271972656,0.03942000058790048,5.911014741286635e-4,0.5254800021648407,0.01971000029395024,1,NaN,NaN,4,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2,2,0,2,NaN,NaN,NaN,NaN,6901649_5.94778666666667_40.722875,5.9179,40.7337,moose,2014-07-15,MOOSE-02-10-09,02-10,9,70,5081,0.1262,0.0743,0.0151,0.0529,0.0558,0.0053,0.0019,0.0016,0.1468,0.0155,0.0042,0,0.0394,0.0012,NA,NA,NA,0.071,0.4044,NA,NA,0.0992,0.4753,2014-07-15_5.9179_40.7337_MOOSE-02-10-09_02-10
6901649,32,97,2014-07-15,5.9477866666666666,40.722875,31.68000030517578,NaN,NaN,218.7539265950521,0.0714252491792043,0.26861704389254254,0.44626245896021527,201.70741271972656,0.03942000058790048,5.911014741286635e-4,0.5254800021648407,0.01971000029395024,1,NaN,NaN,4,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2,2,0,2,NaN,NaN,NaN,NaN,6901649_5.94778666666667_40.722875,5.9179,40.7337,moose,2014-07-15,MOOSE-02-10-08,02-10,8,100,5080,0.0429,0.0351,0.0042,0.0493,0.016,0.0013,9e-4,6e-4,0.0497,NA,0,0,0.0048,5e-4,NA,NA,NA,0.0164,0.134,NA,NA,0.041,0.1505,2014-07-15_5.9179_40.7337_MOOSE-02-10-08_02-10
6901649,32,97,2014-07-15,5.9477866666666666,40.722875,31.68000030517578,NaN,NaN,218.7539265950521,0.0714252491792043,0.26861704389254254,0.44626245896021527,201.70741271972656,0.03942000058790048,5.911014741286635e-4,0.5254800021648407,0.01971000029395024,1,NaN,NaN,4,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2,2,0,2,NaN,NaN,NaN,NaN,6901649_5.94778666666667_40.722875,5.9179,40.7337,moose,2014-07-15,MOOSE-02-10-07,02-10,7,375,5079,0,0,0,0,3e-4,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8e-4,NA,NA,0,8e-4,2014-07-15_5.9179_40.7337_MOOSE-02-10-07_02-10
6901032,5,20,2012-11-24,7.889948333333333,43.369818333333335,4.953333377838135,14.584238052368164,38.25311279296875,216.50064086914062,0.01893865130841732,0.03915240243077278,0.057517385110259056,44.55177116394043,1.2184308171272278,0.001262372126802802,0.49053582549095154,0.6092154085636139,1,5.666666666666667,3,4,1,1,1,1,5,5,4,5,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.889,43.37,boussole,2008-10-14,B0800904,9,NA,5,2440,NA,0.0054,0.007,0.0115,0.0069,0.0032,NA,0.003,0.0426,0.0149,0.0024,0.0027,0.0379,0.0037,NA,0.0303,NA,NA,0.1847,NA,NA,0.0303,0.1847,2008-10-14_7.889_43.37_B0800904_9
6901032,10,40,2012-11-24,7.889948333333333,43.369818333333335,9.873333613077799,14.489436149597168,38.25602467854818,NaN,0.01016413327306509,0.023132845759391785,0.040227554738521576,26.231019973754883,1.4118200540542603,0.0012822749558836222,0.46075600385665894,0.7059100270271301,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,2,2,0,2,0.2556667625904083,3,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.889,43.37,boussole,2008-10-14,B0800901,9,NA,10,2439,NA,0.0072,0.0078,0.0155,0.0092,0.0049,NA,0.0049,0.0528,0.0141,0.001,0.0021,0.0352,0.0039,NA,0.041,NA,NA,0.2049,NA,NA,0.041,0.2049,2008-10-14_7.889_43.37_B0800901_9
6901032,5,20,2012-11-24,7.889948333333333,43.369818333333335,4.953333377838135,14.584238052368164,38.25311279296875,216.50064086914062,0.01893865130841732,0.03915240243077278,0.057517385110259056,44.55177116394043,1.2184308171272278,0.001262372126802802,0.49053582549095154,0.6092154085636139,1,5.666666666666667,3,4,1,1,1,1,5,5,4,5,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910211,2,NA,5,2666,NA,0.0057,0.004,0.0083,0.0048,NA,NA,0.0017,0.0282,0.0105,6e-4,0.0011,0.033,NA,NA,0.0072,NA,0.0087,0.0969,NA,NA,0.0072,0.1056,2009-10-09_7.891_43.37_B0910211_2
6901032,10,40,2012-11-24,7.889948333333333,43.369818333333335,9.873333613077799,14.489436149597168,38.25602467854818,NaN,0.01016413327306509,0.023132845759391785,0.040227554738521576,26.231019973754883,1.4118200540542603,0.0012822749558836222,0.46075600385665894,0.7059100270271301,1,3.3333333333333335,3.3333333333333335,NaN,1,1,1,1,2,2,0,2,0.2556667625904083,3,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910210,2,NA,10,2665,NA,0.0074,0.0044,0.0095,0.0051,NA,NA,0.0018,0.0329,0.0088,4e-4,8e-4,0.0362,NA,NA,0.0103,NA,NA,0.1143,NA,NA,0.0103,0.1143,2009-10-09_7.891_43.37_B0910210_2
6901032,18,54.5,2012-11-24,7.889948333333333,43.369818333333335,18.460000038146973,14.434072971343994,38.25803565979004,212.39828491210938,0.0031805946491658688,0.00863846018910408,0.02098899893462658,11.707496643066406,1.3537119626998901,0.001191754825413227,0.47526800632476807,0.6768559813499451,1,4.5,4.5,4,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910209,2,NA,19,2664,NA,0.0116,0.0075,0.0142,0.007,0.0014,4e-4,0.002,0.0485,0.0089,7e-4,8e-4,0.0429,NA,NA,0.0169,NA,0.0191,0.1372,NA,NA,0.0169,0.1564,2009-10-09_7.891_43.37_B0910209_2
6901032,31,67,2012-11-24,7.889948333333333,43.369818333333335,30.520000457763672,14.368577003479004,38.25848388671875,210.5876007080078,7.040908094495535e-4,0.0023157682735472918,0.00895598717033863,4.332950592041016,1.1358799934387207,0.0011082948185503483,0.6330859661102295,0.5679399967193604,1,8,8,4,1,1,1,1,2,2,0,2,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910208,2,NA,30,2663,NA,0.037,0.0238,0.0511,0.022,0.0023,0.0016,0.0034,0.1412,0.0177,0.003,0.0017,0.0663,NA,NA,0.038,NA,0.0573,0.3361,NA,NA,0.038,0.3957,2009-10-09_7.891_43.37_B0910208_2
6901032,36,76,2012-11-24,7.889948333333333,43.369818333333335,36.24000091552735,14.340609169006347,38.26123275756836,211.80229695638022,3.704351741665353e-4,0.0012879744948198397,0.006519757055987914,2.978597323099772,1.0763849914073944,0.0010357253777328879,0.6639240086078644,0.5381924957036972,1,6.6,6.6,4,1,1,1,1,3.5,3.5,2,3.5,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910207,2,NA,40,2662,NA,0.0736,0.0369,0.0867,0.0421,0.0066,0.0056,0.0041,0.2219,0.021,0.0047,0.0018,0.0761,0.0046,NA,0.0963,NA,0.0789,0.5175,NA,NA,0.0963,0.6006,2009-10-09_7.891_43.37_B0910207_2
6901032,36,76,2012-11-24,7.889948333333333,43.369818333333335,36.24000091552735,14.340609169006347,38.26123275756836,211.80229695638022,3.704351741665353e-4,0.0012879744948198397,0.006519757055987914,2.978597323099772,1.0763849914073944,0.0010357253777328879,0.6639240086078644,0.5381924957036972,1,6.6,6.6,4,1,1,1,1,3.5,3.5,2,3.5,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910206,2,NA,50,2661,NA,0.0884,0.0156,0.0942,0.1032,0.0129,0.0132,0.0053,0.1883,0.0159,0.0073,8e-4,0.0439,0.0057,0.0362,0.1129,NA,0.0709,0.5841,NA,NA,0.1491,0.6593,2009-10-09_7.891_43.37_B0910206_2
6901032,36,76,2012-11-24,7.889948333333333,43.369818333333335,36.24000091552735,14.340609169006347,38.26123275756836,211.80229695638022,3.704351741665353e-4,0.0012879744948198397,0.006519757055987914,2.978597323099772,1.0763849914073944,0.0010357253777328879,0.6639240086078644,0.5381924957036972,1,6.6,6.6,4,1,1,1,1,3.5,3.5,2,3.5,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910205,2,NA,60,2660,NA,0.0624,0.0075,0.0804,0.0811,0.0046,0.0036,0.0027,0.0785,0.0101,0.0021,NA,0.0047,7e-4,NA,0.0495,NA,0.012,0.306,NA,NA,0.0495,0.3196,2009-10-09_7.891_43.37_B0910205_2
6901032,36,76,2012-11-24,7.889948333333333,43.369818333333335,36.24000091552735,14.340609169006347,38.26123275756836,211.80229695638022,3.704351741665353e-4,0.0012879744948198397,0.006519757055987914,2.978597323099772,1.0763849914073944,0.0010357253777328879,0.6639240086078644,0.5381924957036972,1,6.6,6.6,4,1,1,1,1,3.5,3.5,2,3.5,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910204,2,NA,70,2659,NA,0.0352,0.0022,0.0477,0.0408,0.0014,0.0012,0.001,0.0473,0.0051,NA,NA,0.0012,NA,NA,0.0166,NA,NA,0.1591,NA,NA,0.0166,0.1591,2009-10-09_7.891_43.37_B0910204_2
6901032,36,76,2012-11-24,7.889948333333333,43.369818333333335,36.24000091552735,14.340609169006347,38.26123275756836,211.80229695638022,3.704351741665353e-4,0.0012879744948198397,0.006519757055987914,2.978597323099772,1.0763849914073944,0.0010357253777328879,0.6639240086078644,0.5381924957036972,1,6.6,6.6,4,1,1,1,1,3.5,3.5,2,3.5,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910203,2,NA,76,2658,NA,0.0189,0.001,0.0194,0.0202,NA,7e-4,5e-4,0.0319,0.0025,NA,NA,6e-4,NA,NA,0.0073,NA,NA,0.0818,NA,NA,0.0073,0.0818,2009-10-09_7.891_43.37_B0910203_2
6901032,36,76,2012-11-24,7.889948333333333,43.369818333333335,36.24000091552735,14.340609169006347,38.26123275756836,211.80229695638022,3.704351741665353e-4,0.0012879744948198397,0.006519757055987914,2.978597323099772,1.0763849914073944,0.0010357253777328879,0.6639240086078644,0.5381924957036972,1,6.6,6.6,4,1,1,1,1,3.5,3.5,2,3.5,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910202,2,NA,150,2657,NA,NA,NA,5e-4,9e-4,NA,NA,NA,0.0028,NA,NA,NA,NA,NA,NA,6e-4,NA,NA,0.0052,NA,NA,6e-4,0.0052,2009-10-09_7.891_43.37_B0910202_2
6901032,36,76,2012-11-24,7.889948333333333,43.369818333333335,36.24000091552735,14.340609169006347,38.26123275756836,211.80229695638022,3.704351741665353e-4,0.0012879744948198397,0.006519757055987914,2.978597323099772,1.0763849914073944,0.0010357253777328879,0.6639240086078644,0.5381924957036972,1,6.6,6.6,4,1,1,1,1,3.5,3.5,2,3.5,NaN,NaN,NaN,NaN,6901032_7.88994833333333_43.3698183333333,7.891,43.37,boussole,2009-10-09,B0910201,2,NA,200,2656,NA,NA,NA,NA,5e-4,NA,NA,NA,0.0021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035,NA,NA,NA,0.0035,2009-10-09_7.891_43.37_B0910201_2
6901496,5,44,2013-07-16,7.916896666666666,43.358885,5,23.792333179050022,38.36426713731554,225.0821990966797,0.4896511567963494,0.9367820620536804,1.1596127880944147,868.2971937391493,0.07624444655246204,7.368526583175278e-4,0.5536666711171468,0.025550000369548798,1,7.222222222222222,3.3333333333333335,3,1,1,1,1,3,2,0,5,NaN,NaN,0.11144444511996375,0,6901496_7.91689666666667_43.358885,7.909,43.358,boussole,2004-07-31,B1006-10,6,NA,5,949,NA,0.006,0.003,0.008,0.004,NA,NA,0.001,0.031,0.008,0.001,0.001,0.007,NA,NA,0.01,NA,NA,0.089,NA,NA,0.01,0.089,2004-07-31_7.909_43.358_B1006-10_6
6901496,10,91,2013-07-16,7.916896666666666,43.358885,9.842857088361468,20.443371636526926,38.34802845546177,254.34019470214844,0.30452115535736085,0.6505704045295715,0.7730690002441406,424.3611999511719,0.07821428669350487,4.936687265788871e-4,0.37534285230296,0.02815714292228222,1,7,7,3,2.4,2.4,2.4,2.4,3,2.857142857142857,1.1428571428571428,2,NaN,NaN,0.10571428814104625,2.2857142857142856,6901496_7.91689666666667_43.358885,7.909,43.358,boussole,2004-07-31,B1006-09,6,NA,10,948,NA,0.008,0.004,0.009,0.005,NA,NA,0.002,0.038,0.009,0.001,0.001,0.009,NA,NA,0.013,NA,NA,0.106,NA,NA,0.013,0.106,2004-07-31_7.909_43.358_B1006-09_6
6901496,26,133.5,2013-07-16,7.916896666666666,43.358885,25.800000190734863,15.45550012588501,38.356597900390625,269.169677734375,0.08269034326076508,0.28510406613349915,0.5031052231788635,241.8271484375,0.24819999933242798,0.0010060743661597371,0.6341999769210815,0.11315000057220459,1,4.5,4.5,3,1,1,1,1,3,2,0,1,NaN,NaN,0.23199999332427979,0,6901496_7.91689666666667_43.358885,7.909,43.358,boussole,2004-07-31,B1006-08,6,NA,26,947,NA,0.019,0.01,0.019,0.011,NA,NA,0.002,0.071,0.013,0.001,0.002,0.017,NA,NA,0.021,NA,NA,0.195,NA,NA,0.021,0.195,2004-07-31_7.909_43.358_B1006-08_6
6901496,40,164.5,2013-07-16,7.916896666666666,43.358885,39.79999923706055,13.997600078582764,38.41080093383789,252.953369140625,0.006574864033609629,0.04456391558051109,0.16297894716262817,65.58049774169922,2.345385789871216,0.0020063151605427265,1.3201713562011719,1.161742925643921,1,4.5,4.5,3,1,1,1,1,3,2,0,1,NaN,NaN,0.3840000033378601,0,6901496_7.91689666666667_43.358885,7.909,43.358,boussole,2004-07-31,B1006-07,6,NA,40,946,NA,0.165,0.039,0.081,0.056,0.009,0.008,0.005,0.447,0.034,0.008,0.004,0.071,NA,NA,0.126,NA,NA,0.892,NA,NA,0.126,0.898,2004-07-31_7.909_43.358_B1006-07_6
6901496,51,190,2013-07-16,7.916896666666666,43.358885,50.599998474121094,13.544181823730469,38.43754577636719,222.71014404296875,6.45592575892806e-4,0.006517525762319565,0.03609098866581917,14.390607833862305,4.708499908447266,0.0024513446260243654,1.0872000455856323,2.3433001041412354,1,8,8,3,1,1,1,1,3,2,0,1,NaN,NaN,0.24899999797344208,0,6901496_7.91689666666667_43.358885,7.909,43.358,boussole,2004-07-31,B1006-06,6,NA,51,945,NA,0.187,0.028,0.097,0.23,0.012,0.013,0.003,0.244,0.027,0.007,NA,0.014,NA,NA,0.145,NA,NA,0.823,NA,NA,0.145,0.835,2004-07-31_7.909_43.358_B1006-06_6
6901496,60,207.5,2013-07-16,7.916896666666666,43.358885,59.80000114440918,13.38479995727539,38.449100494384766,205.3606719970703,1.0660281259333715e-4,0.001921247225254774,0.015287996269762516,5.784648418426514,1.5841000080108643,0.0010828363010659814,1.1778000593185425,0.7810999751091003,1,4.5,4.5,3,1,1,1,1,3,2,0,1,NaN,NaN,0.1459999978542328,0,6901496_7.91689666666667_43.358885,7.909,43.358,boussole,2004-07-31,B1006-05,6,NA,60,944,NA,0.06,0.005,0.045,0.063,NA,0.003,0.001,0.065,0.007,0.002,NA,0.002,NA,NA,0.031,NA,NA,0.228,NA,NA,0.031,0.231,2004-07-31_7.909_43.358_B1006-05_6
6901496,86,260,2013-07-16,7.916896666666666,43.358885,85.93333180745442,13.310111363728842,38.48073959350586,198.9404754638672,-4.3531457777135074e-5,3.4681905526667833e-4,0.0036760561633855104,1.0777053833007812,0.2927299737930298,2.785309334285557e-4,0.8335199952125549,0.1354149878025055,1,3.3333333333333335,3.3333333333333335,3,1,1,1,1,3,2,0,1,NaN,NaN,0.04500000178813934,0,6901496_7.91689666666667_43.358885,7.909,43.358,boussole,2004-07-31,B1006-04,6,NA,86,943,NA,0.018,NA,0.018,0.016,NA,NA,NA,0.019,0.002,NA,NA,NA,NA,NA,0.005,NA,NA,0.065,NA,NA,0.005,0.065,2004-07-31_7.909_43.358_B1006-04_6
6901496,99,283.5,2013-07-16,7.916896666666666,43.358885,98.64999771118164,13.335833549499512,38.496917724609375,197.28744506835938,-4.896267637377605e-5,2.486215380486101e-4,0.002472515916451812,0.6353500485420227,0.10876999795436859,3.065646451432258e-4,0.8425800204277039,0.043434999883174896,1,4.5,4.5,3,1,1,1,1,3,2,0,1,NaN,NaN,0.041999999433755875,0,6901496_7.91689666666667_43.358885,7.909,43.358,boussole,2004-07-31,B1006-03,6,NA,99,942,NA,0.006,NA,0.006,0.007,NA,NA,NA,0.006,0.001,NA,NA,NA,NA,NA,NA,NA,NA,0.024,NA,NA,NA,0.024,2004-07-31_7.909_43.358_B1006-03_6
6901496,121,325,2013-07-16,7.916896666666666,43.358885,121.19999694824219,13.34570026397705,38.512699127197266,194.7218475341797,-5.3148571169003844e-5,1.683761947788298e-4,0.0011010275920853019,0.24736066162586212,0.044463638216257095,3.159265615977347e-4,1.1366182565689087,0.011281818151473999,1,8,8,3,1,1,1,1,3,2,0,1,NaN,NaN,0.03999999910593033,0,6901496_7.91689666666667_43.358885,7.909,43.358,boussole,2004-07-31,B1006-02,6,NA,121,941,NA,0.001,NA,0.001,0.002,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,0.006,2004-07-31_7.909_43.358_B1006-02_6
6901769,4,19.5,2015-05-31,10.838378333333333,39.218621666666664,3.966666658719381,20.22173309326172,38.00873374938965,215.34219360351562,0.5688640475273132,1.211948961019516,1.4671373665332794,1213.6093139648438,0.06679500080645084,8.287301170639694e-4,1.3386975228786469,0.010950000025331974,1,5.666666666666667,3,3,1,1,1,1,3,2,0,5,NaN,NaN,NaN,NaN,6901769_10.8383783333333_39.2186216666667,10.8912,39.1738,bioargomed,2015-05-30,5,11,11,4.247,5193,0.006,0.003,0.0019,0.0077,0.0029,0,0,8e-4,0.0199,35.2311,0.0044,0,0.0097,6e-4,0,0.0028,NA,0,0.0664,NA,NA,0.0028,0.0664,2015-05-30_10.8912_39.1738_5_11
6901769,10,49,2015-05-31,10.838378333333333,39.218621666666664,9.760000038146973,20.16289939880371,38.02247848510742,218.60641479492188,0.40435458719730377,0.9856977164745331,1.2170010209083557,780.9287109375,0.0748250000178814,8.340279891854152e-4,1.3319249898195267,0.015512500191107392,1,6.6,6.6,3,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901769_10.8383783333333_39.2186216666667,10.8912,39.1738,bioargomed,2015-05-30,5,11,10,9.865,5192,0.0069,0.0032,0.0019,0.0083,0.0032,0,0,0.001,0.0222,34.6884,0.0032,0,0.0114,6e-4,0,0.0033,NA,0,0.076,NA,NA,0.0033,0.076,2015-05-30_10.8912_39.1738_5_11
6901769,29,95,2015-05-31,10.838378333333333,39.218621666666664,28.6200008392334,15.725319862365723,38.03443908691406,240.37335205078125,0.0882844552397728,0.36913591623306274,0.601711094379425,266.79412841796875,0.12409999966621399,6.520258611999452e-4,1.4869400262832642,0.040150001645088196,1,8,8,3,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901769_10.8383783333333_39.2186216666667,10.8912,39.1738,bioargomed,2015-05-30,5,11,9,29.138,5191,0.0093,0.0047,0.0063,0.0087,0.0037,0,0,0.0019,0.0233,19.6853,9e-4,0.001,0.0154,0.0016,0,0.0129,NA,0.0016,0.092,NA,NA,0.0129,0.0937,2015-05-30_10.8912_39.1738_5_11
6901769,60,157,2015-05-31,10.838378333333333,39.218621666666664,60.06666692097982,14.252599716186523,38.170965830485024,220.0736083984375,0.0032242932356894016,0.03713960945606232,0.16599470376968384,53.92715835571289,0.6643000245094299,7.295983959920704e-4,1.535099983215332,0.31025001406669617,1,3.3333333333333335,3.3333333333333335,3,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901769_10.8383783333333_39.2186216666667,10.8912,39.1738,bioargomed,2015-05-30,5,11,8,59.746,5190,0.066,0.0797,0.0146,0.0643,0.0194,0,0,0.0025,0.2415,43.3211,0.0113,0,0.0478,0,0,0.0346,NA,0.031,0.4685,NA,NA,0.0346,0.4995,2015-05-30_10.8912_39.1738_5_11
6901769,70,179,2015-05-31,10.838378333333333,39.218621666666664,69.87333424886067,14.209826787312826,38.23358662923177,197.79566955566406,0.001050839084200561,0.014965103007853031,0.09422734379768372,28.175457000732422,1.1529133319854736,8.796857437118888e-4,1.7157000303268433,0.554556667804718,1,3.3333333333333335,3.3333333333333335,3,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901769_10.8383783333333_39.2186216666667,10.8912,39.1738,bioargomed,2015-05-30,5,11,7,69.662,5189,0.0678,0.0987,0.007,0.105,0.0356,0.0053,0.0056,0.0019,0.1876,31.849,0.0022,0,0.0517,0.0014,0.0904,0.0502,NA,0.0973,0.4044,NA,NA,0.1406,0.5016,2015-05-30_10.8912_39.1738_5_11
6901769,80,201,2015-05-31,10.838378333333333,39.218621666666664,80.073333740234375,14.480293273925781,38.40929412841797,181.6038055419922,3.5211865906603634e-4,0.005881627555936575,0.05091570317745209,14.100658416748047,0.6759800314903259,7.998609798960388e-4,1.932420015335083,0.31609001755714417,1,3.3333333333333335,3.3333333333333335,3,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901769_10.8383783333333_39.2186216666667,10.8912,39.1738,bioargomed,2015-05-30,5,11,6,79.753,5188,0.0299,0.0604,0.0045,0.0452,0.0225,0,0,0,0.1276,16.3325,0,0,0.0054,0.001,0.0164,0.008,NA,0.0122,0.2011,NA,NA,0.0244,0.2133,2015-05-30_10.8912_39.1738_5_11
6901769,101,245,2015-05-31,10.838378333333333,39.218621666666664,101.31999969482422,14.489359855651855,38.509639739990234,175.56210327148438,9.904106264002621e-5,0.001708773896098137,0.022743770852684975,5.666096210479736,0.1951533406972885,5.960441776551306e-4,1.8200466632843018,0.07567666471004486,1,8,8,3,1,1,1,1,4,2,0,4,NaN,NaN,NaN,NaN,6901769_10.8383783333333_39.2186216666667,10.8912,39.1738,bioargomed,2015-05-30,5,11,5,100.766,5187,0.0106,0.0204,0,0.022,0.0066,0,0,0,0.0448,5.7433,0,0,0,0,0.0046,0.0041,NA,0.0032,0.073,NA,NA,0.0087,0.0761,2015-05-30_10.8912_39.1738_5_11
6901769,151,345,2015-05-31,10.838378333333333,39.218621666666664,151.4199981689453,14.295145988464355,38.608001708984375,170.85000610351562,4.385030115372501e-5,2.7470680652186275e-4,0.004978747107088566,1.194214105606079,0.0364999994635582,4.544553521554917e-4,2.0287399291992188,-0.003650000086054206,1,8,8,3,1,1,1,1,3,2,0,1,NaN,NaN,NaN,NaN,6901769_10.8383783333333_39.2186216666667,10.8912,39.1738,bioargomed,2015-05-30,5,11,4,151.141,5186,0.0013,8e-4,0,9e-4,0.0012,0,0,0,0.0022,0,0,0,0,0,0,0,NA,0,0.0044,NA,NA,0,0.0044,2015-05-30_10.8912_39.1738_5_11
6901767,150,341.5,2015-05-31,11.49476,40.75297833333333,150.0099983215332,14.513449668884277,38.553019523620605,171.91905212402344,4.178190647508018e-5,3.319997194921598e-4,0.003922691917978227,0.9799183309078217,0.08495999872684479,4.129512526560575e-4,1.6341800093650818,0.042479999363422394,1,4.5,4.5,3,1,1,1,1,3,2,0,3,NaN,NaN,NaN,NaN,6901767_11.49476_40.7529783333333,11.505,40.7547,bioargomed,2015-05-31,6,13,4,150.145,5194,9e-4,0.002,0,0.0027,0.0013,0,0,0,0.004,0.6728,0,0,0,0,0.0013,8e-4,NA,8e-4,0.0082,NA,NA,0.0021,0.009,2015-05-31_11.505_40.7547_6_13
6901767,100,249,2015-05-31,11.49476,40.75297833333333,100.07333374023438,14.36245314280192,38.27758534749349,190.38087463378906,9.002302977023646e-5,0.0019532297737896442,0.022547133266925812,5.848466873168945,0.5520738363265991,6.067652720957994e-4,1.7368892431259155,0.27603691816329956,1,3.3333333333333335,3.3333333333333335,3,1,1,1,1,3,2,0,3,NaN,NaN,NaN,NaN,6901767_11.49476_40.7529783333333,11.5051,40.755,bioargomed,2015-05-31,6,13,5,100.039,5195,0.0294,0.0481,0.0034,0.0789,0.0161,0.0016,0.0026,9e-4,0.0669,13.8923,7e-4,0,0.0116,0,0.0536,0.0166,NA,0.0397,0.1837,NA,NA,0.0702,0.2234,2015-05-31_11.5051_40.755_6_13
6901768,9,50.5,2015-05-16,18.519518333333334,38.24888333333333,9.074999809265137,18.993385791778564,38.8334321975708,223.08950805664062,0.40170326828956604,0.8418721556663513,1.1099853515625,716.9898986816406,0.10767499916255474,0.0010066937247756869,1.1512500196695328,0.05383749958127737,1,8,8,3,1,1,1,1,2,2,4,2,NaN,NaN,NaN,NaN,6901768_18.5195183333333_38.2488833333333,18.5038,38.1779,bioargomed,2015-05-16,1,2,10,9.422,5153,0.01,0.0058,0.0025,0.0089,0.0034,0,0,0.0011,0.0354,29.5597,7e-4,8e-4,0.0146,0,0,0.0048,NA,0,0.1002,NA,NA,0.0048,0.1002,2015-05-16_18.5038_38.1779_1_2
6901768,5,31,2015-05-16,18.519518333333334,38.24888333333333,5.080000019073486,19.07951202392578,38.836934661865236,222.33810424804688,0.5266990810632706,1.024508848786354,1.3091031312942505,989.2709808349609,0.10037500038743019,8.712586131878197e-4,0.7137750089168549,0.050187500193715096,1,6.6,2.6,3,1,1,1,1,2,2,4,2,NaN,NaN,NaN,NaN,6901768_18.5195183333333_38.2488833333333,18.5039,38.178,bioargomed,2015-05-16,1,2,11,4.702,5154,0.0091,0.0052,0.0023,0.0084,0.0033,0,0,0.0012,0.0335,28.9279,7e-4,7e-4,0.014,0,0,0.0043,NA,4e-4,0.0951,NA,NA,0.0043,0.0955,2015-05-16_18.5039_38.178_1_2
