float_num,lon,lat,depth,fluo,chla,t_chla,peri,but,hex,zea,fuco,allo,chlb,date,diff_date,lovbio,dist
6901520,-20.6861633333333,62.7759683333333,100.419998168945,0.171550005674362,0.0742,0.0742,0,0.0214,0.0439,0.0043,0.0141,0.0217,0.0117,2013-04-18T00:00:00Z,-1,lovbio013b,6484.086618350418
6901520,-20.6861633333333,62.7759683333333,120.319999694824,0.131400004029274,0.0121,0.0121,0,0.0043,0.0088,0.001,0.0033,0.0021,0.0022,2013-04-18T00:00:00Z,-1,lovbio013b,6484.086618350418
6901520,-20.6861633333333,62.7759683333333,149.820007324219,0.171483635902405,0.0532,0.0532,0,0.0124,0.0281,0.0034,0.0098,0.0165,0.0075,2013-04-18T00:00:00Z,-1,lovbio013b,6484.086618350418
6901520,-20.6861633333333,62.7759683333333,180.020004272461,0.207320004701614,0.02,0.02,0,0.0062,0.0126,0.001,0.0043,0.005,0.0031,2013-04-18T00:00:00Z,-1,lovbio013b,6484.086618350418
6901520,-20.6861633333333,62.7759683333333,200.220001220703,0.208116367459297,0.0317,0.0317,0,0.0097,0.0196,0.0014,0.0063,0.0082,0.0043,2013-04-18T00:00:00Z,-1,lovbio013b,6484.086618350418
6901520,-20.6861633333333,62.7759683333333,240.320007324219,0.164250001311302,0.0369,0.0369,0,0.0112,0.0236,0.0014,0.0077,0.0105,0.0046,2013-04-18T00:00:00Z,-1,lovbio013b,6484.086618350418
6901524,-50.35781,58.6771416666667,24.2199993133545,0.569399952888489,0.721,0.7293,0.1117,0.0506,0.1239,0.0027,0.1234,0.0117,0.0822,2013-05-15T00:00:00Z,0,lovbio014b,5348.50705902532
6901524,-50.35781,58.6771416666667,49.7200012207031,0.659108579158783,0.7506,0.7573,0.1238,0.0515,0.1327,0.003,0.1242,0.0123,0.0839,2013-05-15T00:00:00Z,0,lovbio014b,5348.50705902532
6901524,-50.35781,58.6771416666667,101.019996643066,0.446399986743927,0.3698,0.3698,0.0086,0.0202,0.0617,0.0021,0.0762,0.0067,0.0609,2013-05-15T00:00:00Z,0,lovbio014b,5348.50705902532
6901524,-50.35781,58.6771416666667,220.300003051758,0.0108000002801418,0.0191,0.0191,0,0.0015,0.0031,0.001,0.0046,0,0.0023,2013-05-15T00:00:00Z,0,lovbio014b,5348.50705902532
6901512,4.74298833333333,41.938735,53.7200012207031,0.342900931835175,0.5322,0.5322,0,0.0206,0.0713,0.0053,0.1664,0.0098,NA,2013-04-09T00:00:00Z,0,lovbio017b,8775.615974698263
6901512,4.74298833333333,41.938735,106.419998168945,0.31741726398468,0.4153,0.4153,0,0.0161,0.0517,0.004,0.1313,0.006,NA,2013-04-09T00:00:00Z,0,lovbio017b,8775.615974698263
6901512,4.74298833333333,41.938735,153.419998168945,0.108769997954369,0.0877,0.0877,0,0.0044,0.0101,0.0016,0.0285,0.0013,NA,2013-04-09T00:00:00Z,0,lovbio017b,8775.615974698263
6901512,4.74298833333333,41.938735,208.820007324219,0.0182499997317791,0.0243,0.0243,0,0.0012,0.0028,6e-4,0.0075,7e-4,NA,2013-04-09T00:00:00Z,0,lovbio017b,8775.615974698263
6901515,-20.7432536154154,62.7736499347364,9.60000038146973,0.25874999165535,0.0959,0.0959,0,0.0196,0.0499,0.0073,0.0157,0.04,0.0138,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,9.69999980926514,0.25874999165535,0.0959,0.0959,0,0.0196,0.0499,0.0073,0.0157,0.04,0.0138,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,9.80000019073486,0.25874999165535,0.0959,0.0959,0,0.0196,0.0499,0.0073,0.0157,0.04,0.0138,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,10,0.25874999165535,0.0959,0.0959,0,0.0196,0.0499,0.0073,0.0157,0.04,0.0138,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,29.8199996948242,0.25874999165535,0.1057,0.1057,0,0.0256,0.0701,0.0072,0.0191,0.0273,0.0187,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,69.7200012207031,0.194999992847443,0.06,0.06,0,0.0185,0.0389,0.004,0.0135,0.0128,0.0105,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,100.040000915527,0.157499998807907,0.0742,0.0742,0,0.0214,0.0439,0.0043,0.0141,0.0217,0.0117,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,119.940002441406,0.0973499938845634,0.0121,0.0121,0,0.0043,0.0088,0.001,0.0033,0.0021,0.0022,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,149.539993286133,0.109200000762939,0.0532,0.0532,0,0.0124,0.0281,0.0034,0.0098,0.0165,0.0075,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,180.139999389648,0.198750004172325,0.02,0.02,0,0.0062,0.0126,0.001,0.0043,0.005,0.0031,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,199.940002441406,0.205977275967598,0.0317,0.0317,0,0.0097,0.0196,0.0014,0.0063,0.0082,0.0043,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901515,-20.7432536154154,62.7736499347364,240.139999389648,0.191249996423721,0.0369,0.0369,0,0.0112,0.0236,0.0014,0.0077,0.0105,0.0046,2013-04-18T00:00:00Z,-1,lovbio020b,8096.528127840863
6901526,-50.3579616666667,58.6709416666667,24.3199996948242,0.81360000371933,0.721,0.7293,0.1117,0.0506,0.1239,0.0027,0.1234,0.0117,0.0822,2013-05-16T00:00:00Z,-1,lovbio021c,4823.486954409617
6901526,-50.3579616666667,58.6709416666667,49.6199989318848,0.828720033168793,0.7506,0.7573,0.1238,0.0515,0.1327,0.003,0.1242,0.0123,0.0839,2013-05-16T00:00:00Z,-1,lovbio021c,4823.486954409617
6901526,-50.3579616666667,58.6709416666667,50.4199981689453,0.857360005378723,0.7506,0.7573,0.1238,0.0515,0.1327,0.003,0.1242,0.0123,0.0839,2013-05-16T00:00:00Z,-1,lovbio021c,4823.486954409617
6901526,-50.3579616666667,58.6709416666667,100.800003051758,0.558000028133392,0.3698,0.3698,0.0086,0.0202,0.0617,0.0021,0.0762,0.0067,0.0609,2013-05-16T00:00:00Z,-1,lovbio021c,4823.486954409617
6901526,-50.3579616666667,58.6709416666667,220.320007324219,0.0361799970269203,0.0191,0.0191,0,0.0015,0.0031,0.001,0.0046,0,0.0023,2013-05-16T00:00:00Z,-1,lovbio021c,4823.486954409617
6901516,-20.6829666666667,62.7703366666667,9.52000045776367,0.327600002288818,0.0959,0.0959,0,0.0196,0.0499,0.0073,0.0157,0.04,0.0138,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901516,-20.6829666666667,62.7703366666667,9.69999980926514,0.327600002288818,0.0959,0.0959,0,0.0196,0.0499,0.0073,0.0157,0.04,0.0138,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901516,-20.6829666666667,62.7703366666667,10.4200000762939,0.327600002288818,0.0959,0.0959,0,0.0196,0.0499,0.0073,0.0157,0.04,0.0138,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901516,-20.6829666666667,62.7703366666667,30.1200008392334,0.327600002288818,0.1057,0.1057,0,0.0256,0.0701,0.0072,0.0191,0.0273,0.0187,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901516,-20.6829666666667,62.7703366666667,70.2200012207031,0.212559998035431,0.06,0.06,0,0.0185,0.0389,0.004,0.0135,0.0128,0.0105,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901516,-20.6829666666667,62.7703366666667,99.6999969482422,0.158399999141693,0.0742,0.0742,0,0.0214,0.0439,0.0043,0.0141,0.0217,0.0117,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901516,-20.6829666666667,62.7703366666667,120.019996643066,0.158255994319916,0.0121,0.0121,0,0.0043,0.0088,0.001,0.0033,0.0021,0.0022,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901516,-20.6829666666667,62.7703366666667,149.5,0.0179999992251396,0.0532,0.0532,0,0.0124,0.0281,0.0034,0.0098,0.0165,0.0075,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901516,-20.6829666666667,62.7703366666667,180.100006103516,0.00359999993816018,0.02,0.02,0,0.0062,0.0126,0.001,0.0043,0.005,0.0031,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901516,-20.6829666666667,62.7703366666667,200.220001220703,0.00706909084692597,0.0317,0.0317,0,0.0097,0.0196,0.0014,0.0063,0.0082,0.0043,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901516,-20.6829666666667,62.7703366666667,239.699996948242,0.172800004482269,0.0369,0.0369,0,0.0112,0.0236,0.0014,0.0077,0.0105,0.0046,2013-04-18T00:00:00Z,-1,lovbio022b,5855.836450635829
6901517,-20.7164516666667,62.77501,5.19999980926514,0.291999995708466,0.1034,0.1034,0,0.0217,0.0529,0.0073,0.0167,0.045,0.0154,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901517,-20.7164516666667,62.77501,5.30000019073486,0.291999995708466,0.1034,0.1034,0,0.0217,0.0529,0.0073,0.0167,0.045,0.0154,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901517,-20.7164516666667,62.77501,5.42000007629395,0.291999995708466,0.1034,0.1034,0,0.0217,0.0529,0.0073,0.0167,0.045,0.0154,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901517,-20.7164516666667,62.77501,9.61999988555908,0.291999995708466,0.0959,0.0959,0,0.0196,0.0499,0.0073,0.0157,0.04,0.0138,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901517,-20.7164516666667,62.77501,29.9200000762939,0.291999995708466,0.1057,0.1057,0,0.0256,0.0701,0.0072,0.0191,0.0273,0.0187,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901517,-20.7164516666667,62.77501,70.4199981689453,0.189335450530052,0.06,0.06,0,0.0185,0.0389,0.004,0.0135,0.0128,0.0105,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901517,-20.7164516666667,62.77501,120.319999694824,0.0403184629976749,0.0121,0.0121,0,0.0043,0.0088,0.001,0.0033,0.0021,0.0022,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901517,-20.7164516666667,62.77501,150.419998168945,0.0183716658502817,0.0532,0.0532,0,0.0124,0.0281,0.0034,0.0098,0.0165,0.0075,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901517,-20.7164516666667,62.77501,179.919998168945,0.00365000008605421,0.02,0.02,0,0.0062,0.0126,0.001,0.0043,0.005,0.0031,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901517,-20.7164516666667,62.77501,199.800003051758,0.0401500016450882,0.0317,0.0317,0,0.0097,0.0196,0.0014,0.0063,0.0082,0.0043,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901517,-20.7164516666667,62.77501,240.300003051758,0.105850003659725,0.0369,0.0369,0,0.0112,0.0236,0.0014,0.0077,0.0105,0.0046,2013-04-18T00:00:00Z,-1,lovbio023b,7260.681366930605
6901480,-30.1875916666667,62.7861783333333,8.618571553911483,3.53684997558594,0.2225,0.2225,0,0.0074,0.1107,0.0151,0.1154,0.0177,0.0172,2013-06-17T00:00:00Z,-1,lovbio024c,6899.241224630454
6901480,-30.1875916666667,62.7861783333333,22.0200004577637,4.30261993408203,0.1921,0.1921,0,0.0088,0.1183,0.0234,0.1099,0.0076,0.0167,2013-06-17T00:00:00Z,-1,lovbio024c,6899.241224630454
6901480,-30.1875916666667,62.7861783333333,29.9049997329712,3.7921878695487976,0.2996,0.2996,0,0.0215,0.2272,0.0061,0.3006,0.0035,0.0082,2013-06-17T00:00:00Z,-1,lovbio024c,6899.241224630454
