  Cycle   ACYCAA01:1  ATTNDR01:1  CPHLPS01:1  DOXYSC01:1  DWIRPP01:1  OXYSSC01:1  POPTDR01:1  POTMCV01:1  PRESPR01:1  PSALCC01:1  SIGTPR01:1  TEMPST01:1  UWIRPP01:1  
Number              f           f           f           f           f           f           f           f           f           f           f           f           f 
     467)        467       0.032       -0.01M      163.5        0.00       56.58      99.210       8.912      470.00      34.721      26.914       8.961        0.00 
     468)        468       0.032       -0.02M      163.4        0.00       56.49      99.210       8.861      471.00      34.715      26.917       8.910        0.00 
     469)        469       0.031       -0.04M      163.6        0.00       56.42      99.220       8.773      472.00      34.707      26.925       8.822        0.00 
     470)        470       0.031       -0.04M      163.5        0.00       56.34      99.220       8.731      473.00      34.703      26.928       8.780        0.00 
     471)        471       0.031       -0.06M      163.6        0.00       56.35      99.230       8.705      474.00      34.700      26.930       8.754        0.00 
     472)        472       0.031       -0.06M      163.6        0.00       56.48      99.220       8.818      475.00      34.714      26.923       8.868        0.00 
     473)        473       0.032       -0.04M      162.6        0.00       56.15      99.220       8.818      476.00      34.711      26.921       8.868        0.00 
     474)        474       0.032       -0.04M      161.7        0.00       55.60      99.210       8.649      477.00      34.697      26.937       8.698        0.00 
     475)        475       0.032       -0.02M      161.4        0.00       55.47      99.210       8.625      478.00      34.695      26.939       8.674        0.00 
     476)        476       0.031        0.00       161.6        0.00       55.50      99.230       8.598      479.00      34.691      26.940       8.647        0.00 
     477)        477       0.031        0.01       162.1        0.00       55.64      99.230       8.562      480.00      34.686      26.942       8.611        0.00 
     478)        478       0.031        0.01       162.2        0.00       55.63      99.230       8.527      481.00      34.683      26.945       8.576        0.00 
     479)        479       0.031       -0.01M      161.7        0.00       55.43      99.230       8.518      482.00      34.684      26.947       8.567        0.00 
     480)        480       0.031       -0.02M      161.5        0.00       55.38      99.230       8.516      483.00      34.683      26.946       8.566        0.00 
     481)        481       0.031       -0.03M      161.5        0.00       55.36      99.230       8.510      484.00      34.684      26.948       8.560        0.00 
     482)        482       0.032       -0.03M      161.1        0.00       55.23      99.220       8.514      485.00      34.686      26.949       8.564        0.00 
     483)        483       0.031       -0.00M      160.7        0.00       55.08      99.230       8.499      486.00      34.684      26.950       8.549        0.00 
     484)        484       0.031       -0.00M      160.6        0.00       55.04      99.230       8.495      487.00      34.684      26.950       8.545        0.00 
     485)        485       0.031        0.02       160.4        0.00       54.96      99.230       8.494      488.00      34.685      26.951       8.544        0.00 
     486)        486       0.031        0.04       160.3        0.00       54.93      99.230       8.481      489.00      34.683      26.952       8.531        0.00 
     487)        487       0.031        0.02       160.3        0.00       54.91      99.230       8.470      490.00      34.682      26.953       8.520        0.00 
     488)        488       0.031        0.02       160.4        0.00       54.92      99.220       8.460      491.00      34.681      26.953       8.510        0.00 
     489)        489       0.032        0.03       160.4        0.00       54.91      99.210       8.442      492.00      34.679      26.955       8.492        0.00 
     490)        490       0.032        0.04       160.3        0.00       54.87      99.220       8.435      493.00      34.680      26.957       8.485        0.00 
     491)        491       0.031        0.03       159.8        0.00       54.74      99.220       8.461      494.00      34.681      26.953       8.512        0.00 
     492)        492       0.031        0.04       159.4        0.00       54.47      99.230       8.366      495.00      34.674      26.962       8.416        0.00 
     493)        493       0.031        0.03       159.1        0.00       54.35      99.230       8.359      496.00      34.673      26.963       8.409        0.00 
     494)        494       0.031        0.03       159.1        0.00       54.36      99.220       8.352      497.00      34.672      26.963       8.403        0.00 
     495)        495       0.032        0.03       159.3        0.00       54.38      99.210       8.316      498.00      34.669      26.966       8.366        0.00 
     496)        496       0.031        0.04       159.7        0.00       54.59      99.220       8.385      499.00      34.675      26.960       8.436        0.00 
     497)        497       0.031        0.07       159.5        0.00       54.50      99.230       8.364      500.00      34.674      26.963       8.415        0.00 
     498)        498       0.031        0.06       159.5        0.00       54.52      99.230       8.369      501.00      34.674      26.962       8.420        0.00 
     499)        499       0.031        0.09       159.4        0.00       54.37      99.230       8.284      502.00      34.667      26.969       8.335        0.00 
     500)        500       0.031        0.07       159.2        0.00       54.27      99.240       8.260      503.00      34.663      26.970       8.311        0.00 
     501)        501       0.031        0.07       159.3        0.00       54.15      99.240       8.135      504.00      34.652      26.980       8.185        0.00 
