    P[dbar]   T[ITS90]      Theta   Salinite      Gamma   Ox[ml/l]  Ox[um/kg]    Fluo[V]    F[Urel]    CDOM[V] CDOM[Urel]   CSTAR[V]    C660[%]  C660[m-1]
   1160.000    13.1718    13.0002    38.5005    29.1078    4.07157    176.666     1.1606     0.1550     0.0000    -1.6296     4.6206    93.4998     0.0672
   1161.000    13.1718    12.9997    38.5003    29.1078    4.06970    176.585     1.1648     0.1567     0.0000    -1.6296     4.6207    93.5007     0.0672
   1162.000    13.1718    12.9997    38.5003    29.1078    4.06679    176.459     1.1648     0.1567     0.0000    -1.6296     4.6207    93.5015     0.0672
   1163.000    13.1716    12.9996    38.5004    29.1078    4.06679    176.459     1.1648     0.1567     0.0000    -1.6296     4.6207    93.5015     0.0672
   1164.000    13.1716    12.9996    38.5003    29.1078    4.06679    176.459     1.1648     0.1567     0.0000    -1.6296     4.6207    93.5015     0.0672
   1165.000    13.1709    12.9984    38.5000    29.1079    4.06929    176.567     1.1648     0.1567     0.0000    -1.6296     4.6207    93.5015     0.0672
   1166.000    13.1699    12.9972    38.4998    29.1079    4.06946    176.575     1.1626     0.1558     0.0000    -1.6296     4.6206    93.4998     0.0672
   1167.000    13.1699    12.9971    38.4998    29.1079    4.06946    176.575     1.1626     0.1558     0.0000    -1.6296     4.6206    93.4998     0.0672
   1168.000    13.1698    12.9969    38.4998    29.1079    4.06929    176.567     1.1626     0.1558     0.0000    -1.6296     4.6206    93.4994     0.0672
   1169.000    13.1689    12.9958    38.4995    29.1079    4.06612    176.430     1.1626     0.1558     0.0000    -1.6296     4.6206    93.4994     0.0672
   1170.000    13.1678    12.9946    38.4991    29.1079    4.03579    175.114     1.1626     0.1558     0.0000    -1.6296     4.6206    93.4994     0.0672
   1171.000    13.1672    12.9938    38.4990    29.1079    3.97870    172.636     1.1620     0.1556     0.0000    -1.6296     4.6209    93.5064     0.0671
   1172.000    13.1672    12.9937    38.4989    29.1080    3.90907    169.615     1.1658     0.1571     0.0000    -1.6296     4.6212    93.5116     0.0671
   1173.000    13.1672    12.9934    38.4991    29.1081    3.83903    166.576     1.1666     0.1575     0.0000    -1.6296     4.6217    93.5214     0.0670
   1174.000    13.1672    12.9934    38.4997    29.1085    3.78273    164.133     1.1658     0.1571     0.0000    -1.6296     4.6217    93.5214     0.0670
   1175.000    13.1674    12.9934    38.5001    29.1085    3.74566    162.525     1.1618     0.1555     0.0000    -1.6296     4.6217    93.5215     0.0670
   1176.000    13.1690    12.9948    38.4999    29.1085    3.72516    161.635     1.1588     0.1543     0.0000    -1.6296     4.6217    93.5216     0.0670
   1177.000    13.1704    12.9961    38.4994    29.1078    3.71603    161.239     1.1543     0.1526     0.0000    -1.6296     4.6217    93.5218     0.0670
   1178.000    13.1713    12.9968    38.4989    29.1073    3.71059    161.003     1.1543     0.1526     0.0000    -1.6296     4.6217    93.5218     0.0670
   1179.000    13.1717    12.9970    38.4990    29.1073    3.70078    160.577     1.1543     0.1526     0.0000    -1.6296     4.6217    93.5218     0.0670
   1180.000    13.1722    12.9974    38.4988    29.1070    3.69031    160.123     1.1557     0.1531     0.0000    -1.6296     4.6217    93.5216     0.0670
   1181.000    13.1727    12.9977    38.4987    29.1070    3.68619    159.945     1.1557     0.1531     0.0000    -1.6296     4.6216    93.5195     0.0670
   1182.000    13.1732    12.9979    38.4986    29.1070    3.68373    159.837     1.1557     0.1531     0.0000    -1.6296     4.6216    93.5194     0.0670
   1183.000    13.1732    12.9981    38.4989    29.1070    3.68363    159.833     1.1582     0.1541     0.0000    -1.6296     4.6216    93.5194     0.0670
   1184.000    13.1735    12.9981    38.4992    29.1070    3.68220    159.771     1.1582     0.1541     0.0000    -1.6296     4.6216    93.5194     0.0670
   1185.000    13.1739    12.9983    38.4990    29.1070    3.68060    159.702     1.1582     0.1541     0.0000    -1.6296     4.6216    93.5194     0.0670
   1186.000    13.1742    12.9984    38.4990    29.1070    3.67670    159.533     1.1639     0.1564     0.0000    -1.6296     4.6216    93.5195     0.0670
   1187.000    13.1747    12.9988    38.4989    29.1070    3.67670    159.533     1.1639     0.1564     0.0000    -1.6296     4.6216    93.5205     0.0670
   1188.000    13.1750    12.9989    38.4990    29.1069    3.67670    159.533     1.1639     0.1564     0.0000    -1.6296     4.6216    93.5205     0.0670
   1189.000    13.1752    12.9990    38.4991    29.1069    3.67967    159.661     1.1639     0.1564     0.0000    -1.6296     4.6217    93.5218     0.0670
   1190.000    13.1756    12.9992    38.4990    29.1069    3.67967    159.661     1.1660     0.1572     0.0000    -1.6296     4.6216    93.5208     0.0670
   1191.000    13.1759    12.9994    38.4992    29.1069    3.67967    159.661     1.1676     0.1578     0.0000    -1.6296     4.6217    93.5218     0.0670
   1192.000    13.1763    12.9996    38.4992    29.1069    3.67983    159.668     1.1681     0.1580     0.0000    -1.6296     4.6217    93.5218     0.0670
   1193.000    13.1767    12.9998    38.4992    29.1069    3.67983    159.668     1.1681     0.1580     0.0000    -1.6296     4.6217    93.5218     0.0670
   1194.000    13.1770    13.0000    38.4992    29.1069    3.68096    159.717     1.1681     0.1580     0.0000    -1.6296     4.6216    93.5208     0.0670
   1195.000    13.1775    13.0003    38.4994    29.1070    3.68096    159.717     1.1662     0.1573     0.0000    -1.6296     4.6217    93.5222     0.0670
   1196.000    13.1779    13.0006    38.4997    29.1070    3.68096    159.717     1.1658     0.1571     0.0000    -1.6296     4.6216    93.5206     0.0670
   1197.000    13.1786    13.0011    38.4997    29.1070    3.67378    159.406     1.1654     0.1569     0.0000    -1.6296     4.6216    93.5204     0.0670
   1198.000    13.1794    13.0018    38.4995    29.1067    3.67378    159.406     1.1654     0.1569     0.0000    -1.6296     4.6216    93.5194     0.0670
   1199.000    13.1799    13.0021    38.4993    29.1064    3.67378    159.406     1.1568     0.1536     0.0000    -1.6296     4.6216    93.5194     0.0670
   1200.000    13.1803    13.0023    38.4992    29.1063    3.67961    159.659     1.1562     0.1533     0.0000    -1.6296     4.6216    93.5194     0.0670
   1201.000    13.1805    13.0024    38.4992    29.1063    3.67961    159.659     1.1573     0.1538     0.0000    -1.6296     4.6216    93.5194     0.0670
   1202.000    13.1808    13.0025    38.4990    29.1062    3.68090    159.715     1.1573     0.1538     0.0000    -1.6296     4.6216    93.5194     0.0670
   1203.000    13.1811    13.0027    38.4990    29.1061    3.68187    159.757     1.1573     0.1538     0.0000    -1.6296     4.6216    93.5194     0.0670
   1204.000    13.1813    13.0027    38.4988    29.1060    3.68187    159.757     1.1640     0.1564     0.0000    -1.6296     4.6216    93.5194     0.0670
   1205.000    13.1813    13.0027    38.4987    29.1059    3.68699    159.979     1.1640     0.1564     0.0000    -1.6296     4.6215    93.5172     0.0670
   1206.000    13.1814    13.0025    38.4986    29.1059    3.68881    160.058     1.1640     0.1564     0.0000    -1.6296     4.6215    93.5172     0.0670
   1207.000    13.1814    13.0023    38.4987    29.1059    3.68899    160.066     1.1640     0.1564     0.0000    -1.6296     4.6216    93.5195     0.0670
   1208.000    13.1814    13.0022    38.4986    29.1059    3.68899    160.066     1.1640     0.1564     0.0000    -1.6296     4.6217    93.5227     0.0669
   1209.000    13.1813    13.0021    38.4983    29.1059    3.68881    160.058     1.1596     0.1547     0.0000    -1.6296     4.6217    93.5229     0.0669
   1210.000    13.1813    13.0018    38.4984    29.1057    3.68744    159.999     1.1596     0.1547     0.0000    -1.6296     4.6217    93.5229     0.0669
   1211.000    13.1813    13.0016    38.4981    29.1057    3.68723    159.989     1.1570     0.1536     0.0000    -1.6296     4.6217    93.5229     0.0669
   1212.000    13.1812    13.0014    38.4981    29.1057    3.68723    159.989     1.1503     0.1510     0.0000    -1.6296     4.6217    93.5229     0.0669
   1213.000    13.1811    13.0011    38.4981    29.1057    3.68685    159.973     1.1503     0.1510     0.0000    -1.6296     4.6217    93.5216     0.0670
   1214.000    13.1810    13.0009    38.4980    29.1057    3.68652    159.958     1.1503     0.1510     0.0000    -1.6296     4.6216    93.5207     0.0670
   1215.000    13.1809    13.0005    38.4981    29.1057    3.68652    159.958     1.1516     0.1515     0.0000    -1.6296     4.6216    93.5195     0.0670
   1216.000    13.1809    13.0005    38.4977    29.1056    3.68145    159.739     1.1531     0.1521     0.0000    -1.6296     4.6216    93.5195     0.0670
   1217.000    13.1808    13.0003    38.4976    29.1056    3.68145    159.739     1.1546     0.1527     0.0000    -1.6296     4.6216    93.5205     0.0670
   1218.000    13.1806    12.9999    38.4975    29.1055    3.68145    159.739     1.1660     0.1572     0.0000    -1.6296     4.6216    93.5207     0.0670
   1219.000    13.1805    12.9996    38.4972    29.1055    3.67983    159.669     1.1698     0.1587     0.0000    -1.6296     4.6216    93.5207     0.0670
   1220.000    13.1802    12.9992    38.4973    29.1055    3.67983    159.669     1.1705     0.1590     0.0000    -1.6296     4.6216    93.5207     0.0670
   1221.000    13.1800    12.9988    38.4972    29.1055    3.67675    159.535     1.1707     0.1591     0.0000    -1.6296     4.6216    93.5205     0.0670
   1222.000    13.1798    12.9985    38.4972    29.1055    3.67518    159.467     1.1711     0.1592     0.0000    -1.6296     4.6216    93.5194     0.0670
   1223.000    13.1798    12.9983    38.4968    29.1054    3.67373    159.404     1.1707     0.1591     0.0000    -1.6296     4.6216    93.5194     0.0670
   1224.000    13.1795    12.9979    38.4968    29.1054    3.67245    159.348     1.1707     0.1591     0.0000    -1.6296     4.6216    93.5194     0.0670
   1225.000    13.1793    12.9975    38.4967    29.1054    3.66512    159.030     1.1678     0.1579     0.0000    -1.6296     4.6216    93.5194     0.0670
   1226.000    13.1791    12.9971    38.4969    29.1055    3.66249    158.916     1.1665     0.1574     0.0000    -1.6296     4.6217    93.5218     0.0670
   1227.000    13.1789    12.9967    38.4970    29.1055    3.66249    158.916     1.1607     0.1551     0.0000    -1.6296     4.6217    93.5218     0.0670
   1228.000    13.1788    12.9965    38.4966    29.1055    3.66249    158.916     1.1574     0.1538     0.0000    -1.6296     4.6216    93.5207     0.0670
   1229.000    13.1788    12.9965    38.4962    29.1055    3.66331    158.952     1.1574     0.1538     0.0000    -1.6296     4.6217    93.5216     0.0670
   1230.000    13.1786    12.9960    38.4964    29.1055    3.66828    159.167     1.1588     0.1543     0.0000    -1.6296     4.6216    93.5207     0.0670
   1231.000    13.1783    12.9956    38.4963    29.1055    3.66828    159.167     1.1588     0.1543     0.0000    -1.6296     4.6216    93.5207     0.0670
   1232.000    13.1783    12.9954    38.4959    29.1055    3.66833    159.169     1.1655     0.1570     0.0000    -1.6296     4.6216    93.5207     0.0670
   1233.000    13.1778    12.9948    38.4963    29.1054    3.67156    159.310     1.1678     0.1579     0.0000    -1.6296     4.6216    93.5195     0.0670
   1234.000    13.1778    12.9946    38.4959    29.1054    3.67156    159.310     1.1692     0.1585     0.0000    -1.6296     4.6216    93.5193     0.0670
   1235.000    13.1776    12.9943    38.4958    29.1054    3.67531    159.472     1.1692     0.1585     0.0000    -1.6296     4.6216    93.5195     0.0670
   1236.000    13.1774    12.9939    38.4957    29.1054    3.67531    159.472     1.1678     0.1579     0.0000    -1.6296     4.6216    93.5195     0.0670
   1237.000    13.1771    12.9934    38.4959    29.1054    3.67531    159.472     1.1626     0.1558     0.0000    -1.6296     4.6216    93.5195     0.0670
   1238.000    13.1770    12.9932    38.4959    29.1056    3.67531    159.472     1.1626     0.1558     0.0000    -1.6296     4.6216    93.5206     0.0670
   1239.000    13.1770    12.9932    38.4951    29.1056    3.67531    159.472     1.1626     0.1558     0.0000    -1.6296     4.6216    93.5206     0.0670
   1240.000    13.1766    12.9925    38.4956    29.1056    3.68262    159.790     1.1613     0.1553     0.0000    -1.6296     4.6216    93.5208     0.0670
   1241.000    13.1765    12.9923    38.4956    29.1055    3.68291    159.802     1.1593     0.1545     0.0000    -1.6296     4.6216    93.5208     0.0670
   1242.000    13.1764    12.9920    38.4953    29.1055    3.68366    159.835     1.1628     0.1559     0.0000    -1.6296     4.6216    93.5211     0.0670
   1243.000    13.1762    12.9917    38.4948    29.1055    3.68604    159.938     1.1605     0.1550     0.0000    -1.6296     4.6217    93.5215     0.0670
   1244.000    13.1761    12.9914    38.4946    29.1052    3.69202    160.197     1.1596     0.1546     0.0000    -1.6296     4.6217    93.5216     0.0670
   1245.000    13.1755    12.9907    38.4951    29.1052    3.69202    160.197     1.1605     0.1550     0.0000    -1.6296     4.6218    93.5239     0.0669
   1246.000    13.1754    12.9904    38.4945    29.1054    3.69202    160.197     1.1605     0.1550     0.0000    -1.6296     4.6217    93.5219     0.0670
   1247.000    13.1750    12.9898    38.4947    29.1054    3.69147    160.174     1.1596     0.1546     0.0000    -1.6296     4.6217    93.5219     0.0670
   1248.000    13.1747    12.9894    38.4945    29.1054    3.69147    160.174     1.1596     0.1546     0.0000    -1.6296     4.6217    93.5219     0.0670
   1249.000    13.1745    12.9890    38.4945    29.1054    3.69147    160.174     1.1600     0.1548     0.0000    -1.6296     4.6217    93.5216     0.0670
   1250.000    13.1743    12.9887    38.4946    29.1054    3.70052    160.566     1.1594     0.1546     0.0000    -1.6296     4.6216    93.5207     0.0670
   1251.000    13.1743    12.9885    38.4943    29.1055    3.70052    160.566     1.1594     0.1546     0.0000    -1.6296     4.6216    93.5204     0.0670
   1252.000    13.1742    12.9883    38.4941    29.1054    3.70052    160.566     1.1600     0.1548     0.0000    -1.6296     4.6216    93.5204     0.0670
   1253.000    13.1741    12.9879    38.4947    29.1054    3.70052    160.566     1.1600     0.1548     0.0000    -1.6296     4.6216    93.5204     0.0670
   1254.000    13.1737    12.9876    38.4935    29.1054    3.70052    160.566     1.1610     0.1552     0.0000    -1.6296     4.6216    93.5207     0.0670
   1255.000    13.1735    12.9871    38.4939    29.1054    3.70163    160.615     1.1647     0.1567     0.0000    -1.6296     4.6216    93.5202     0.0670
   1256.000    13.1732    12.9867    38.4940    29.1054    3.70163    160.615     1.1647     0.1567     0.0000    -1.6296     4.6216    93.5202     0.0670
   1257.000    13.1731    12.9864    38.4937    29.1054    3.70163    160.615     1.1647     0.1567     0.0000    -1.6296     4.6216    93.5202     0.0670
   1258.000    13.1731    12.9861    38.4943    29.1054    3.70401    160.718     1.1618     0.1556     0.0000    -1.6296     4.6217    93.5220     0.0670
   1259.000    13.1727    12.9859    38.4932    29.1053    3.70401    160.718     1.1601     0.1549     0.0000    -1.6296     4.6215    93.5192     0.0670
   1260.000    13.1726    12.9855    38.4934    29.1053    3.69859    160.483     1.1601     0.1549     0.0000    -1.6296     4.6217    93.5220     0.0670
   1261.000    13.1725    12.9852    38.4931    29.1053    3.69859    160.483     1.1601     0.1549     0.0000    -1.6296     4.6217    93.5220     0.0670
   1262.000    13.1721    12.9847    38.4932    29.1054    3.69859    160.483     1.1609     0.1552     0.0000    -1.6296     4.6217    93.5218     0.0670
   1263.000    13.1718    12.9842    38.4933    29.1054    3.69859    160.483     1.1609     0.1552     0.0000    -1.6296     4.6216    93.5207     0.0670
   1264.000    13.1718    12.9841    38.4930    29.1054    3.69859    160.483     1.1629     0.1560     0.0000    -1.6296     4.6216    93.5207     0.0670
   1265.000    13.1716    12.9837    38.4929    29.1054    3.70108    160.591     1.1609     0.1552     0.0000    -1.6296     4.6216    93.5207     0.0670
   1266.000    13.1715    12.9834    38.4929    29.1054    3.70108    160.591     1.1570     0.1536     0.0000    -1.6296     4.6216    93.5207     0.0670
   1267.000    13.1712    12.9830    38.4927    29.1053    3.70169    160.617     1.1570     0.1536     0.0000    -1.6296     4.6216    93.5206     0.0670
   1268.000    13.1709    12.9825    38.4927    29.1054    3.70331    160.687     1.1589     0.1544     0.0000    -1.6296     4.6216    93.5206     0.0670
   1269.000    13.1708    12.9823    38.4924    29.1054    3.70331    160.687     1.1589     0.1544     0.0000    -1.6296     4.6216    93.5207     0.0670
   1270.000    13.1704    12.9817    38.4926    29.1055    3.70169    160.617     1.1589     0.1544     0.0000    -1.6296     4.6216    93.5206     0.0670
   1271.000    13.1703    12.9815    38.4924    29.1055    3.70169    160.617     1.1589     0.1544     0.0000    -1.6296     4.6216    93.5194     0.0670
   1272.000    13.1700    12.9810    38.4925    29.1055    3.69927    160.512     1.1622     0.1557     0.0000    -1.6296     4.6216    93.5193     0.0670
   1273.000    13.1699    12.9807    38.4927    29.1056    3.69927    160.512     1.1622     0.1557     0.0000    -1.6296     4.6216    93.5194     0.0670
   1274.000    13.1698    12.9806    38.4921    29.1056    3.69927    160.512     1.1644     0.1566     0.0000    -1.6296     4.6216    93.5194     0.0670
   1275.000    13.1696    12.9802    38.4924    29.1056    3.69962    160.527     1.1657     0.1571     0.0000    -1.6296     4.6216    93.5194     0.0670
   1276.000    13.1695    12.9799    38.4922    29.1056    3.70256    160.655     1.1692     0.1585     0.0000    -1.6296     4.6216    93.5206     0.0670
   1277.000    13.1694    12.9796    38.4923    29.1056    3.70312    160.679     1.1657     0.1571     0.0000    -1.6296     4.6216    93.5206     0.0670
   1278.000    13.1693    12.9795    38.4918    29.1056    3.70312    160.679     1.1655     0.1570     0.0000    -1.6296     4.6216    93.5206     0.0670
   1279.000    13.1691    12.9791    38.4920    29.1056    3.70256    160.655     1.1655     0.1570     0.0000    -1.6296     4.6216    93.5206     0.0670
   1280.000    13.1689    12.9787    38.4919    29.1056    3.70332    160.688     1.1655     0.1570     0.0000    -1.6296     4.6216    93.5206     0.0670
   1281.000    13.1688    12.9784    38.4916    29.1056    3.70332    160.688     1.1644     0.1565     0.0000    -1.6296     4.6216    93.5206     0.0670
   1282.000    13.1685    12.9780    38.4920    29.1056    3.70332    160.688     1.1615     0.1554     0.0000    -1.6296     4.6216    93.5206     0.0670
   1283.000    13.1685    12.9778    38.4917    29.1056    3.70576    160.794     1.1615     0.1554     0.0000    -1.6296     4.6216    93.5206     0.0670
   1284.000    13.1684    12.9776    38.4917    29.1057    3.70810    160.895     1.1565     0.1534     0.0000    -1.6296     4.6216    93.5206     0.0670
   1285.000    13.1683    12.9773    38.4915    29.1056    3.70841    160.909     1.1565     0.1534     0.0000    -1.6296     4.6217    93.5216     0.0670
   1286.000    13.1681    12.9770    38.4916    29.1056    3.70841    160.909     1.1565     0.1534     0.0000    -1.6296     4.6217    93.5227     0.0669
   1287.000    13.1681    12.9768    38.4913    29.1056    3.71655    161.262     1.1596     0.1547     0.0000    -1.6296     4.6217    93.5227     0.0669
   1288.000    13.1678    12.9764    38.4913    29.1057    3.71717    161.289     1.1602     0.1549     0.0000    -1.6296     4.6217    93.5218     0.0670
   1289.000    13.1676    12.9760    38.4913    29.1056    3.71741    161.300     1.1602     0.1549     0.0000    -1.6296     4.6217    93.5216     0.0670
   1290.000    13.1676    12.9757    38.4917    29.1056    3.72073    161.444     1.1602     0.1549     0.0000    -1.6296     4.6216    93.5207     0.0670
   1291.000    13.1674    12.9757    38.4909    29.1057    3.72192    161.495     1.1549     0.1528     0.0000    -1.6296     4.6216    93.5207     0.0670
   1292.000    13.1674    12.9754    38.4909    29.1056    3.72837    161.775     1.1511     0.1513     0.0000    -1.6296     4.6216    93.5207     0.0670
   1293.000    13.1671    12.9749    38.4910    29.1056    3.72837    161.775     1.1511     0.1513     0.0000    -1.6296     4.6216    93.5207     0.0670
   1294.000    13.1670    12.9747    38.4909    29.1056    3.72837    161.775     1.1511     0.1513     0.0000    -1.6296     4.6216    93.5194     0.0670
   1295.000    13.1670    12.9743    38.4913    29.1057    3.72969    161.832     1.1517     0.1516     0.0000    -1.6296     4.6216    93.5206     0.0670
   1296.000    13.1667    12.9742    38.4903    29.1056    3.72830    161.772     1.1544     0.1526     0.0000    -1.6296     4.6215    93.5183     0.0670
   1297.000    13.1666    12.9738    38.4907    29.1057    3.72688    161.710     1.1597     0.1547     0.0000    -1.6296     4.6216    93.5206     0.0670
   1298.000    13.1664    12.9734    38.4904    29.1057    3.72641    161.690     1.1621     0.1557     0.0000    -1.6296     4.6216    93.5194     0.0670
   1299.000    13.1661    12.9730    38.4905    29.1057    3.72483    161.621     1.1576     0.1539     0.0000    -1.6296     4.6216    93.5206     0.0670
   1300.000    13.1660    12.9727    38.4904    29.1057    3.72077    161.445     1.1579     0.1540     0.0000    -1.6296     4.6216    93.5194     0.0670
   1301.000    13.1659    12.9725    38.4904    29.1057    3.72038    161.428     1.1632     0.1561     0.0000    -1.6296     4.6216    93.5206     0.0670
   1302.000    13.1658    12.9722    38.4901    29.1057    3.71983    161.404     1.1598     0.1547     0.0000    -1.6296     4.6216    93.5206     0.0670
   1303.000    13.1655    12.9718    38.4901    29.1057    3.71931    161.382     1.1598     0.1547     0.0000    -1.6296     4.6216    93.5206     0.0670
   1304.000    13.1652    12.9713    38.4901    29.1057    3.72038    161.428     1.1598     0.1547     0.0000    -1.6296     4.6216    93.5206     0.0670
   1305.000    13.1651    12.9710    38.4905    29.1057    3.72038    161.428     1.1598     0.1547     0.0000    -1.6296     4.6217    93.5219     0.0670
   1306.000    13.1651    12.9709    38.4901    29.1057    3.72483    161.621     1.1598     0.1547     0.0000    -1.6296     4.6217    93.5219     0.0670
   1307.000    13.1650    12.9708    38.4897    29.1057    3.72483    161.621     1.1600     0.1548     0.0000    -1.6296     4.6216    93.5208     0.0670
   1308.000    13.1648    12.9703    38.4898    29.1057    3.72483    161.621     1.1627     0.1559     0.0000    -1.6296     4.6216    93.5206     0.0670
   1309.000    13.1646    12.9700    38.4897    29.1057    3.71600    161.238     1.1628     0.1559     0.0000    -1.6296     4.6216    93.5208     0.0670
   1310.000    13.1644    12.9696    38.4899    29.1057    3.71600    161.238     1.1628     0.1559     0.0000    -1.6296     4.6216    93.5195     0.0670
   1311.000    13.1644    12.9694    38.4895    29.1059    3.71600    161.238     1.1627     0.1559     0.0000    -1.6296     4.6216    93.5195     0.0670
   1312.000    13.1640    12.9689    38.4898    29.1060    3.72500    161.629     1.1605     0.1550     0.0000    -1.6296     4.6216    93.5195     0.0670
   1313.000    13.1640    12.9687    38.4897    29.1060    3.72500    161.629     1.1584     0.1541     0.0000    -1.6296     4.6217    93.5224     0.0669
   1314.000    13.1639    12.9685    38.4897    29.1060    3.72500    161.629     1.1528     0.1520     0.0000    -1.6296     4.6216    93.5207     0.0670
   1315.000    13.1639    12.9683    38.4894    29.1060    3.72500    161.629     1.1579     0.1540     0.0000    -1.6296     4.6216    93.5207     0.0670
   1316.000    13.1638    12.9681    38.4892    29.1058    3.72500    161.629     1.1579     0.1540     0.0000    -1.6296     4.6216    93.5207     0.0670
   1317.000    13.1636    12.9676    38.4896    29.1058    3.72653    161.695     1.1579     0.1540     0.0000    -1.6296     4.6216    93.5202     0.0670
   1318.000    13.1635    12.9676    38.4892    29.1058    3.72712    161.721     1.1616     0.1555     0.0000    -1.6296     4.6216    93.5202     0.0670
   1319.000    13.1633    12.9671    38.4895    29.1059    3.72716    161.722     1.1616     0.1555     0.0000    -1.6296     4.6216    93.5202     0.0670
   1320.000    13.1633    12.9670    38.4891    29.1059    3.73008    161.849     1.1616     0.1555     0.0000    -1.6296     4.6216    93.5194     0.0670
   1321.000    13.1633    12.9668    38.4891    29.1059    3.73108    161.893     1.1620     0.1556     0.0000    -1.6296     4.6216    93.5194     0.0670
   1322.000    13.1631    12.9665    38.4891    29.1059    3.73108    161.893     1.1620     0.1556     0.0000    -1.6296     4.6216    93.5207     0.0670
   1323.000    13.1630    12.9662    38.4889    29.1059    3.73108    161.893     1.1656     0.1570     0.0000    -1.6296     4.6216    93.5207     0.0670
   1324.000    13.1629    12.9658    38.4891    29.1059    3.72706    161.718     1.1663     0.1573     0.0000    -1.6296     4.6216    93.5194     0.0670
   1325.000    13.1629    12.9658    38.4889    29.1059    3.72706    161.718     1.1663     0.1573     0.0000    -1.6296     4.6216    93.5194     0.0670
   1326.000    13.1628    12.9656    38.4886    29.1060    3.72388    161.581     1.1663     0.1573     0.0000    -1.6296     4.6216    93.5207     0.0670
   1327.000    13.1626    12.9652    38.4888    29.1060    3.72310    161.547     1.1611     0.1553     0.0000    -1.6296     4.6216    93.5195     0.0670
   1328.000    13.1625    12.9649    38.4887    29.1060    3.72310    161.547     1.1555     0.1530     0.0000    -1.6296     4.6216    93.5194     0.0670
   1329.000    13.1623    12.9646    38.4888    29.1060    3.71962    161.396     1.1555     0.1530     0.0000    -1.6296     4.6216    93.5194     0.0670
   1330.000    13.1623    12.9644    38.4884    29.1060    3.71822    161.335     1.1555     0.1530     0.0000    -1.6296     4.6216    93.5194     0.0670
   1331.000    13.1620    12.9640    38.4885    29.1060    3.71822    161.335     1.1577     0.1539     0.0000    -1.6296     4.6216    93.5194     0.0670
   1332.000    13.1620    12.9638    38.4882    29.1060    3.71822    161.335     1.1577     0.1539     0.0000    -1.6296     4.6216    93.5194     0.0670
   1333.000    13.1617    12.9634    38.4884    29.1060    3.72485    161.622     1.1577     0.1539     0.0000    -1.6296     4.6216    93.5206     0.0670
   1334.000    13.1616    12.9631    38.4885    29.1059    3.72549    161.650     1.1593     0.1545     0.0000    -1.6296     4.6216    93.5206     0.0670
   1335.000    13.1616    12.9630    38.4881    29.1059    3.72549    161.650     1.1593     0.1545     0.0000    -1.6296     4.6216    93.5206     0.0670
   1336.000    13.1614    12.9626    38.4879    29.1059    3.72549    161.650     1.1612     0.1553     0.0000    -1.6296     4.6216    93.5205     0.0670
   1337.000    13.1611    12.9621    38.4879    29.1059    3.72162    161.482     1.1634     0.1561     0.0000    -1.6296     4.6216    93.5205     0.0670
   1338.000    13.1608    12.9617    38.4879    29.1060    3.72162    161.482     1.1634     0.1561     0.0000    -1.6296     4.6216    93.5194     0.0670
   1339.000    13.1606    12.9613    38.4879    29.1061    3.72000    161.412     1.1634     0.1561     0.0000    -1.6296     4.6216    93.5194     0.0670
   1340.000    13.1605    12.9611    38.4880    29.1061    3.72000    161.412     1.1641     0.1564     0.0000    -1.6296     4.6216    93.5205     0.0670
   1341.000    13.1604    12.9608    38.4878    29.1061    3.72162    161.482     1.1638     0.1563     0.0000    -1.6296     4.6216    93.5207     0.0670
   1342.000    13.1603    12.9605    38.4880    29.1061    3.72237    161.515     1.1638     0.1563     0.0000    -1.6296     4.6216    93.5194     0.0670
   1343.000    13.1602    12.9604    38.4876    29.1061    3.72372    161.573     1.1647     0.1567     0.0000    -1.6296     4.6215    93.5182     0.0670
   1344.000    13.1602    12.9602    38.4875    29.1061    3.72972    161.834     1.1647     0.1567     0.0000    -1.6296     4.6216    93.5195     0.0670
   1345.000    13.1601    12.9599    38.4872    29.1061    3.73064    161.874     1.1638     0.1563     0.0000    -1.6296     4.6215    93.5182     0.0670
   1346.000    13.1598    12.9593    38.4878    29.1060    3.73097    161.888     1.1628     0.1559     0.0000    -1.6296     4.6215    93.5182     0.0670
   1347.000    13.1597    12.9592    38.4875    29.1060    3.73440    162.037     1.1584     0.1542     0.0000    -1.6296     4.6216    93.5195     0.0670
   1348.000    13.1596    12.9592    38.4871    29.1060    3.74108    162.327     1.1553     0.1530     0.0000    -1.6296     4.6216    93.5195     0.0670
   1349.000    13.1595    12.9587    38.4871    29.1060    3.74108    162.327     1.1528     0.1520     0.0000    -1.6296     4.6216    93.5194     0.0670
   1350.000    13.1594    12.9584    38.4871    29.1060    3.74108    162.327     1.1528     0.1520     0.0000    -1.6296     4.6216    93.5194     0.0670
   1351.000    13.1592    12.9581    38.4870    29.1060    3.73706    162.152     1.1528     0.1520     0.0000    -1.6296     4.6216    93.5194     0.0670
   1352.000    13.1589    12.9576    38.4868    29.1060    3.73706    162.152     1.1600     0.1548     0.0000    -1.6296     4.6216    93.5193     0.0670
   1353.000    13.1588    12.9574    38.4868    29.1060    3.73706    162.152     1.1635     0.1562     0.0000    -1.6296     4.6216    93.5193     0.0670
   1354.000    13.1586    12.9570    38.4867    29.1061    3.73555    162.087     1.1635     0.1562     0.0000    -1.6296     4.6215    93.5182     0.0670
