    P[dbar]   T[ITS90]      Theta   Salinite      Gamma   Ox[ml/l]  Ox[um/kg]    Fluo[V]    F[Urel]    CDOM[V] CDOM[Urel]   CSTAR[V]    C660[%]  C660[m-1]
   2248.000    13.2459    12.9008    38.4815    29.1137    3.88298    168.478     1.1594     0.1546     0.0000    -1.6296     4.6217    93.5216     0.0670
   2249.000    13.2462    12.9008    38.4814    29.1137    3.88148    168.413     1.1594     0.1546     0.0000    -1.6296     4.6217    93.5216     0.0670
   2250.000    13.2463    12.9008    38.4816    29.1137    3.87944    168.325     1.1594     0.1546     0.0000    -1.6296     4.6217    93.5228     0.0669
   2251.000    13.2466    12.9008    38.4814    29.1137    3.87866    168.291     1.1594     0.1546     0.0000    -1.6296     4.6216    93.5205     0.0670
   2252.000    13.2466    12.9008    38.4815    29.1137    3.87575    168.165     1.1612     0.1553     0.0000    -1.6296     4.6216    93.5194     0.0670
   2253.000    13.2468    12.9007    38.4815    29.1137    3.87575    168.165     1.1612     0.1553     0.0000    -1.6296     4.6216    93.5193     0.0670
   2254.000    13.2469    12.9007    38.4816    29.1137    3.87575    168.165     1.1576     0.1538     0.0000    -1.6296     4.6216    93.5193     0.0670
   2255.000    13.2471    12.9007    38.4816    29.1137    3.87906    168.308     1.1576     0.1538     0.0000    -1.6296     4.6216    93.5193     0.0670
   2256.000    13.2472    12.9007    38.4816    29.1137    3.88636    168.625     1.1612     0.1553     0.0000    -1.6296     4.6215    93.5182     0.0670
   2257.000    13.2475    12.9007    38.4814    29.1137    3.89255    168.893     1.1615     0.1554     0.0000    -1.6296     4.6215    93.5182     0.0670
   2258.000    13.2475    12.9007    38.4817    29.1137    3.89737    169.103     1.1615     0.1554     0.0000    -1.6296     4.6215    93.5182     0.0670
   2259.000    13.2479    12.9007    38.4814    29.1137    3.89737    169.103     1.1615     0.1554     0.0000    -1.6296     4.6215    93.5182     0.0670
   2260.000    13.2479    12.9007    38.4815    29.1137    3.89737    169.103     1.1615     0.1554     0.0000    -1.6296     4.6215    93.5182     0.0670
   2261.000    13.2481    12.9007    38.4816    29.1137    3.89640    169.061     1.1595     0.1546     0.0000    -1.6296     4.6215    93.5182     0.0670
   2262.000    13.2483    12.9007    38.4816    29.1137    3.89640    169.061     1.1564     0.1534     0.0000    -1.6296     4.6215    93.5182     0.0670
   2263.000    13.2484    12.9007    38.4816    29.1137    3.89640    169.061     1.1514     0.1514     0.0000    -1.6296     4.6215    93.5182     0.0670
   2264.000    13.2486    12.9008    38.4816    29.1138    3.89590    169.039     1.1514     0.1514     0.0000    -1.6296     4.6215    93.5182     0.0670
   2265.000    13.2488    12.9007    38.4815    29.1138    3.89590    169.039     1.1514     0.1514     0.0000    -1.6296     4.6215    93.5182     0.0670
   2266.000    13.2490    12.9008    38.4816    29.1138    3.89550    169.022     1.1545     0.1526     0.0000    -1.6296     4.6215    93.5182     0.0670
   2267.000    13.2491    12.9008    38.4816    29.1138    3.89103    168.827     1.1586     0.1543     0.0000    -1.6296     4.6215    93.5182     0.0670
   2268.000    13.2493    12.9007    38.4816    29.1138    3.89103    168.827     1.1586     0.1543     0.0000    -1.6296     4.6215    93.5182     0.0670
   2269.000    13.2494    12.9007    38.4818    29.1138    3.89103    168.827     1.1581     0.1541     0.0000    -1.6296     4.6215    93.5182     0.0670
   2270.000    13.2496    12.9007    38.4816    29.1138    3.89121    168.835     1.1581     0.1541     0.0000    -1.6296     4.6215    93.5172     0.0670
   2271.000    13.2497    12.9007    38.4818    29.1138    3.89121    168.835     1.1586     0.1543     0.0000    -1.6296     4.6214    93.5170     0.0670
   2272.000    13.2499    12.9007    38.4817    29.1138    3.89121    168.835     1.1605     0.1550     0.0000    -1.6296     4.6214    93.5170     0.0670
   2273.000    13.2501    12.9007    38.4816    29.1139    3.88661    168.636     1.1605     0.1550     0.0000    -1.6296     4.6214    93.5171     0.0670
   2274.000    13.2503    12.9007    38.4817    29.1139    3.88397    168.521     1.1605     0.1550     0.0000    -1.6296     4.6214    93.5170     0.0670
   2275.000    13.2503    12.9007    38.4818    29.1139    3.88366    168.508     1.1602     0.1549     0.0000    -1.6296     4.6214    93.5171     0.0670
   2276.000    13.2505    12.9006    38.4818    29.1139    3.88315    168.486     1.1567     0.1535     0.0000    -1.6296     4.6215    93.5182     0.0670
   2277.000    13.2507    12.9006    38.4818    29.1139    3.88059    168.374     1.1567     0.1535     0.0000    -1.6296     4.6215    93.5182     0.0670
   2278.000    13.2508    12.9006    38.4819    29.1139    3.87836    168.278     1.1602     0.1549     0.0000    -1.6296     4.6215    93.5182     0.0670
   2279.000    13.2510    12.9006    38.4818    29.1139    3.87836    168.278     1.1650     0.1568     0.0000    -1.6296     4.6215    93.5182     0.0670
   2280.000    13.2512    12.9006    38.4817    29.1140    3.87836    168.278     1.1650     0.1568     0.0000    -1.6296     4.6215    93.5182     0.0670
   2281.000    13.2513    12.9006    38.4819    29.1140    3.88337    168.495     1.1650     0.1568     0.0000    -1.6296     4.6215    93.5182     0.0670
   2282.000    13.2514    12.9006    38.4820    29.1140    3.88900    168.739     1.1650     0.1568     0.0000    -1.6296     4.6215    93.5182     0.0670
   2283.000    13.2517    12.9006    38.4819    29.1141    3.89297    168.911     1.1627     0.1559     0.0000    -1.6296     4.6215    93.5182     0.0670
   2284.000    13.2518    12.9006    38.4820    29.1141    3.89297    168.911     1.1627     0.1559     0.0000    -1.6296     4.6215    93.5182     0.0670
   2285.000    13.2519    12.9006    38.4821    29.1141    3.89397    168.955     1.1627     0.1559     0.0000    -1.6296     4.6214    93.5171     0.0670
   2286.000    13.2520    12.9006    38.4821    29.1141    3.89399    168.956     1.1559     0.1532     0.0000    -1.6296     4.6215    93.5182     0.0670
   2287.000    13.2522    12.9006    38.4821    29.1141    3.89399    168.956     1.1559     0.1532     0.0000    -1.6296     4.6215    93.5182     0.0670
   2288.000    13.2525    12.9005    38.4820    29.1142    3.89389    168.952     1.1538     0.1524     0.0000    -1.6296     4.6215    93.5182     0.0670
   2289.000    13.2526    12.9006    38.4820    29.1141    3.89389    168.952     1.1536     0.1523     0.0000    -1.6296     4.6215    93.5182     0.0670
   2290.000    13.2527    12.9006    38.4822    29.1141    3.89048    168.804     1.1528     0.1520     0.0000    -1.6296     4.6215    93.5182     0.0670
   2291.000    13.2530    12.9006    38.4820    29.1141    3.88743    168.671     1.1536     0.1523     0.0000    -1.6296     4.6215    93.5182     0.0670
   2292.000    13.2531    12.9006    38.4821    29.1142    3.88569    168.596     1.1536     0.1523     0.0000    -1.6296     4.6215    93.5182     0.0670
   2293.000    13.2533    12.9006    38.4820    29.1142    3.88569    168.596     1.1538     0.1524     0.0000    -1.6296     4.6214    93.5171     0.0670
   2294.000    13.2534    12.9006    38.4822    29.1142    3.88569    168.596     1.1538     0.1524     0.0000    -1.6296     4.6214    93.5171     0.0670
   2295.000    13.2535    12.9006    38.4822    29.1142    3.88912    168.744     1.1538     0.1524     0.0000    -1.6296     4.6214    93.5171     0.0670
   2296.000    13.2536    12.9005    38.4823    29.1143    3.88912    168.744     1.1504     0.1510     0.0000    -1.6296     4.6215    93.5182     0.0670
   2297.000    13.2539    12.9005    38.4822    29.1143    3.88912    168.744     1.1497     0.1508     0.0000    -1.6296     4.6214    93.5171     0.0670
   2298.000    13.2540    12.9004    38.4822    29.1144    3.88735    168.667     1.1497     0.1508     0.0000    -1.6296     4.6214    93.5171     0.0670
   2299.000    13.2541    12.9005    38.4823    29.1143    3.88681    168.644     1.1497     0.1508     0.0000    -1.6296     4.6215    93.5182     0.0670
   2300.000    13.2542    12.9004    38.4823    29.1144    3.88681    168.644     1.1575     0.1538     0.0000    -1.6296     4.6214    93.5170     0.0670
   2301.000    13.2545    12.9004    38.4822    29.1144    3.88681    168.644     1.1575     0.1538     0.0000    -1.6296     4.6214    93.5170     0.0670
   2302.000    13.2546    12.9005    38.4824    29.1144    3.88800    168.696     1.1575     0.1538     0.0000    -1.6296     4.6215    93.5182     0.0670
   2303.000    13.2548    12.9005    38.4824    29.1143    3.88983    168.775     1.1575     0.1538     0.0000    -1.6296     4.6215    93.5182     0.0670
   2304.000    13.2550    12.9005    38.4822    29.1144    3.89164    168.854     1.1575     0.1538     0.0000    -1.6296     4.6216    93.5193     0.0670
   2305.000    13.2552    12.9005    38.4822    29.1144    3.89420    168.965     1.1595     0.1546     0.0000    -1.6296     4.6216    93.5193     0.0670
   2306.000    13.2553    12.9005    38.4824    29.1143    3.89420    168.965     1.1620     0.1556     0.0000    -1.6296     4.6215    93.5182     0.0670
   2307.000    13.2554    12.9005    38.4824    29.1143    3.89420    168.965     1.1620     0.1556     0.0000    -1.6296     4.6215    93.5182     0.0670
   2308.000    13.2557    12.9005    38.4823    29.1143    3.89359    168.938     1.1620     0.1556     0.0000    -1.6296     4.6214    93.5171     0.0670
   2309.000    13.2559    12.9005    38.4823    29.1143    3.89053    168.806     1.1534     0.1522     0.0000    -1.6296     4.6214    93.5171     0.0670
   2310.000    13.2561    12.9006    38.4822    29.1143    3.89053    168.806     1.1528     0.1520     0.0000    -1.6296     4.6214    93.5171     0.0670
   2311.000    13.2562    12.9006    38.4823    29.1143    3.89053    168.806     1.1528     0.1520     0.0000    -1.6296     4.6215    93.5182     0.0670
   2312.000    13.2564    12.9006    38.4823    29.1143    3.89395    168.954     1.1534     0.1522     0.0000    -1.6296     4.6214    93.5171     0.0670
   2313.000    13.2566    12.9006    38.4822    29.1143    3.89395    168.954     1.1547     0.1527     0.0000    -1.6296     4.6214    93.5171     0.0670
   2314.000    13.2568    12.9006    38.4822    29.1142    3.89395    168.954     1.1555     0.1530     0.0000    -1.6296     4.6214    93.5171     0.0670
   2315.000    13.2569    12.9006    38.4822    29.1142    3.89393    168.953     1.1562     0.1533     0.0000    -1.6296     4.6214    93.5171     0.0670
   2316.000    13.2571    12.9005    38.4821    29.1142    3.89019    168.791     1.1590     0.1544     0.0000    -1.6296     4.6214    93.5171     0.0670
   2317.000    13.2572    12.9005    38.4823    29.1143    3.88687    168.646     1.1590     0.1544     0.0000    -1.6296     4.6214    93.5171     0.0670
   2318.000    13.2574    12.9006    38.4822    29.1142    3.88687    168.646     1.1590     0.1544     0.0000    -1.6296     4.6214    93.5171     0.0670
   2319.000    13.2576    12.9005    38.4823    29.1143    3.88687    168.646     1.1591     0.1544     0.0000    -1.6296     4.6215    93.5182     0.0670
   2320.000    13.2578    12.9006    38.4821    29.1142    3.88918    168.747     1.1590     0.1544     0.0000    -1.6296     4.6215    93.5182     0.0670
   2321.000    13.2579    12.9006    38.4822    29.1142    3.88918    168.747     1.1571     0.1537     0.0000    -1.6296     4.6215    93.5182     0.0670
   2322.000    13.2582    12.9006    38.4821    29.1142    3.88918    168.747     1.1562     0.1533     0.0000    -1.6296     4.6215    93.5182     0.0670
   2323.000    13.2583    12.9006    38.4822    29.1143    3.88602    168.610     1.1562     0.1533     0.0000    -1.6296     4.6215    93.5182     0.0670
   2324.000    13.2583    12.9006    38.4823    29.1142    3.88602    168.610     1.1562     0.1533     0.0000    -1.6296     4.6215    93.5182     0.0670
   2325.000    13.2586    12.9006    38.4823    29.1143    3.88602    168.610     1.1650     0.1568     0.0000    -1.6296     4.6215    93.5182     0.0670
   2326.000    13.2588    12.9006    38.4821    29.1143    3.88602    168.610     1.1650     0.1568     0.0000    -1.6296     4.6215    93.5182     0.0670
   2327.000    13.2588    12.9006    38.4824    29.1142    3.88602    168.610     1.1650     0.1568     0.0000    -1.6296     4.6215    93.5182     0.0670
   2328.000    13.2591    12.9006    38.4822    29.1142    3.88600    168.609     1.1584     0.1542     0.0000    -1.6296     4.6215    93.5182     0.0670
   2329.000    13.2593    12.9005    38.4822    29.1143    3.88336    168.494     1.1563     0.1533     0.0000    -1.6296     4.6215    93.5182     0.0670
   2330.000    13.2594    12.9005    38.4823    29.1143    3.88336    168.494     1.1529     0.1520     0.0000    -1.6296     4.6215    93.5182     0.0670
   2331.000    13.2595    12.9005    38.4823    29.1143    3.88336    168.494     1.1525     0.1519     0.0000    -1.6296     4.6215    93.5182     0.0670
   2332.000    13.2596    12.9005    38.4823    29.1143    3.88677    168.642     1.1525     0.1519     0.0000    -1.6296     4.6215    93.5182     0.0670
   2333.000    13.2598    12.9005    38.4824    29.1143    3.89187    168.864     1.1525     0.1519     0.0000    -1.6296     4.6215    93.5182     0.0670
   2334.000    13.2601    12.9005    38.4822    29.1143    3.89387    168.950     1.1509     0.1512     0.0000    -1.6296     4.6215    93.5182     0.0670
   2335.000    13.2602    12.9005    38.4823    29.1143    3.89457    168.981     1.1482     0.1502     0.0000    -1.6296     4.6214    93.5170     0.0670
   2336.000    13.2605    12.9005    38.4821    29.1143    3.89625    169.053     1.1479     0.1501     0.0000    -1.6296     4.6214    93.5159     0.0670
   2337.000    13.2605    12.9005    38.4823    29.1144    3.89625    169.053     1.1444     0.1487     0.0000    -1.6296     4.6214    93.5170     0.0670
   2338.000    13.2606    12.9005    38.4823    29.1144    3.89625    169.053     1.1429     0.1481     0.0000    -1.6296     4.6214    93.5159     0.0670
   2339.000    13.2609    12.9005    38.4823    29.1144    3.89228    168.881     1.1429     0.1481     0.0000    -1.6296     4.6214    93.5159     0.0670
   2340.000    13.2610    12.9005    38.4823    29.1144    3.88823    168.706     1.1429     0.1481     0.0000    -1.6296     4.6215    93.5182     0.0670
   2341.000    13.2613    12.9005    38.4822    29.1143    3.88689    168.648     1.1514     0.1515     0.0000    -1.6296     4.6215    93.5182     0.0670
   2342.000    13.2614    12.9005    38.4822    29.1143    3.88612    168.614     1.1611     0.1552     0.0000    -1.6296     4.6214    93.5159     0.0670
   2343.000    13.2616    12.9005    38.4823    29.1143    3.88514    168.571     1.1618     0.1555     0.0000    -1.6296     4.6214    93.5159     0.0670
